Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Carlos Delgado*\delgaca01,*3/D,152,573,113,156,44,134,1,86,0.272,0.377,0.571,0.948
Wilson Delgado#\delgawi01,64,35,71,7,18,0,3,1,5,0.254,0.312,0.31,0.622
Jason Dellaero#\dellaja01,6,11,33,1,3,0,2,0,1,0.091,0.114,0.091,0.205
David Dellucci*\delluda01,97/8D,63,109,27,43,1,15,2,11,0.394,0.463,0.505,0.968
Ryan Dempster\dempsry01,1,25,49,5,5,0,2,0,1,0.102,0.12,0.122,0.242
Mark DeRosa\derosma01,/6,7,8,0,0,0,0,0,0,0,0,0,0
Delino DeShields*\deshide01,4,96,330,46,87,6,34,11,37,0.264,0.339,0.364,0.702
Alex Diaz#\diazal01,/79,30,50,3,11,1,7,2,3,0.22,0.264,0.32,0.584
Edwin Diaz\diazed03,/46,4,5,2,2,0,1,0,3,0.4,0.625,0.8,1.425
Einar Diaz\diazei01,*2,119,392,43,110,3,32,11,23,0.281,0.328,0.362,0.69
Mike Difelice\difelmi01,2,51,179,21,55,6,27,0,8,0.307,0.346,0.469,0.815
Jerry Dipoto\dipotje01,1,61,5,0,0,0,0,0,1,0,0.167,0,0.167
Gary Disarcina\disarga01,6,81,271,32,62,1,29,2,15,0.229,0.273,0.273,0.546
David Doster\dosteda01,20546,99,97,9,19,3,10,1,12,0.196,0.282,0.309,0.591
Octavio Dotel\doteloc01,1,18,24,2,3,0,1,0,4,0.125,0.276,0.125,0.401
Jim Dougherty\doughji01,/1,2,0,0,0,0,0,0,1,,1,,
Kelly Dransfeldt\dranske01,6,16,53,3,10,1,5,0,3,0.189,0.232,0.264,0.496
Darren Dreifort\dreifda01,1,29,62,7,13,1,9,1,3,0.21,0.246,0.323,0.569
J.D. Drew*\drewj.01,42954,104,368,72,89,13,39,19,50,0.242,0.34,0.424,0.763
Rob Ducey*\duceyro01,79/8D,104,188,29,49,8,33,2,38,0.261,0.383,0.463,0.846
Shawon Dunston\dunstsh01,87/9365D,104,243,35,78,5,41,10,2,0.321,0.337,0.453,0.79
Shawon Dunston\dunstsh01,8/73659D,62,150,23,46,5,25,6,2,0.307,0.327,0.467,0.794
Shawon Dunston\dunstsh01,8/795,42,93,12,32,0,16,4,0,0.344,0.354,0.43,0.784
Todd Dunwoody*\dunwoto01,29068,64,186,20,41,2,20,3,12,0.22,0.27,0.317,0.587
Erubiel Durazo*\durazer01,3,52,155,31,51,11,30,1,26,0.329,0.422,0.594,1.015
Ray Durham#\durhara01,*4/D,153,612,109,181,13,60,34,73,0.296,0.373,0.435,0.808
Trent Durrington\durritr01,4/D,43,122,14,22,0,2,4,9,0.18,0.237,0.197,0.433
Mike Duvall\duvalmi01,1,1,0,0,0,0,0,0,1,,1,,
Jermaine Dye\dyeje01,*9/D,158,608,96,179,27,119,2,58,0.294,0.354,0.526,0.88
Damion Easley\easleda01,*46,151,549,83,146,20,65,11,51,0.266,0.346,0.434,0.779
Derrin Ebert\ebertde01,/1,5,1,0,0,0,0,0,0,0,0,0,0
Angel Echevarria\echevan01,973,102,191,28,56,11,35,1,17,0.293,0.36,0.503,0.863
Jim Edmonds*\edmonji01,8/D3,55,204,34,51,5,23,5,28,0.25,0.339,0.426,0.766
Brian Edmondson\edmonbr01,1,65,11,0,4,0,2,0,0,0.364,0.364,0.545,0.909
Dave Eiland\eilanda01,1,2,1,0,0,0,0,0,0,0,0,0,0
Scott Elarton\elartsc01,1,41,26,1,5,0,1,0,0,0.192,0.192,0.192,0.385
Cal Eldred\eldreca01,1,23,24,3,2,0,2,0,2,0.083,0.154,0.125,0.279
Alan Embree*\embreal01,1,65,0,0,0,0,0,0,0,,,,
Juan Encarnacion\encarju01,*78/9,132,509,62,130,19,74,33,14,0.255,0.287,0.45,0.736
Todd Erdos\erdosto01,/1,2,0,0,0,0,0,0,0,,,,
Scott Erickson\ericksc01,1,2,6,0,0,0,0,0,0,0,0,0,0
Darin Erstad*\erstada01,37/8D,142,585,84,148,13,53,13,47,0.253,0.308,0.374,0.683
Kelvim Escobar\escobke01,1,1,1,0,0,0,0,0,0,0,0,0,0
Bobby Estalella\estalbo02,/2,9,18,2,3,0,1,0,4,0.167,0.318,0.167,0.485
Shawn Estes\estessh01,1,40,61,8,10,0,5,0,3,0.164,0.215,0.23,0.445
Horacio Estrada*\estraho01,/1,4,2,0,0,0,0,0,0,0,0,0,0
Tony Eusebio\eusebto01,2,103,323,31,88,4,33,0,40,0.272,0.353,0.356,0.709
Carl Everett#\evereca01,*89/D7,123,464,86,151,25,108,27,50,0.325,0.398,0.571,0.969
Scott Eyre*\eyresc01,1,1,0,0,0,0,0,0,0,,,,
Jorge Fabregas*\fabrejo01,42769,88,231,20,46,3,21,0,26,0.199,0.28,0.299,0.579
Jorge Fabregas*\fabrejo01,2,82,223,20,46,3,21,0,26,0.206,0.289,0.309,0.598
Jorge Fabregas*\fabrejo01,/23,6,8,0,0,0,0,0,0,0,0,0,0
Steve Falteisek\faltest01,1,11,1,1,0,0,0,0,0,0,0,0,0
Kyle Farnsworth\farnsky01,1,27,35,3,3,0,2,0,2,0.086,0.158,0.086,0.244
Sal Fasano\fasansa01,2,23,60,11,14,5,16,0,7,0.233,0.373,0.517,0.89
Jeff Fassero*\fasseje01,1,3,7,0,0,0,0,0,0,0,0,0,0
Jeff Fassero*\fasseje01,1,3,7,0,0,0,0,0,0,0,0,0,0
Carlos Febles\febleca01,*4,123,453,71,116,10,53,20,47,0.256,0.336,0.411,0.747
Alex Fernandez\fernaal01,1,24,43,3,10,3,7,0,0,0.233,0.233,0.465,0.698
Jose Fernandez\fernajo01,/5,8,24,0,5,0,1,0,1,0.208,0.24,0.292,0.532
Tony Fernandez#\fernato01,*5/D4,142,485,73,159,6,75,6,77,0.328,0.427,0.449,0.877
Robert Fick*\fickro01,/D2,15,41,6,9,3,10,1,7,0.22,0.327,0.439,0.766
Mike Figga\figgami01,2,43,86,12,19,1,5,0,2,0.221,0.236,0.302,0.538
Mike Figga\figgami01,/2,2,0,0,0,0,0,0,0,,,,
Mike Figga\figgami01,2,41,86,12,19,1,5,0,2,0.221,0.236,0.302,0.538
Chuck Finley*\finlech01,1,2,4,0,0,0,0,0,0,0,0,0,0
Steve Finley*\finlest01,*8/D,156,590,100,156,34,103,8,63,0.264,0.336,0.525,0.861
John Flaherty\flahejo01,*2/D,117,446,53,124,14,71,0,19,0.278,0.31,0.415,0.725
Darrin Fletcher*\fletcda01,*2,115,412,48,120,18,80,0,26,0.291,0.339,0.485,0.825
Bryce Florie\floribr01,1,5,1,0,0,0,0,0,0,0,0,0,0
Bryce Florie\floribr01,1,5,1,0,0,0,0,0,0,0,0,0,0
Cliff Floyd*\floydcl01,7/D,69,251,37,76,11,49,5,30,0.303,0.379,0.518,0.897
Chad Fonville#\fonvich01,/4,3,2,1,0,0,0,1,2,0,0.5,0,0.5
Brook Fordyce\fordybr01,2,105,333,36,99,9,49,2,21,0.297,0.343,0.459,0.802
Keith Foulke\foulkke01,1,7,2,0,0,0,0,0,0,0,0,0,0
Andy Fox*\foxan01,65,99,274,34,70,6,33,4,33,0.255,0.351,0.38,0.731
Chad Fox\foxch02,/1,6,1,0,0,0,0,0,0,0,0,0,0
John Franco*\francjo01,1,46,0,0,0,0,0,0,0,,,,
Julio Franco\francju01,/3,1,1,0,0,0,0,0,0,0,0,0,0
Matt Franco*\francma01,375/D91,122,132,18,31,4,21,0,28,0.235,0.366,0.364,0.73
John Frascatore\frascjo01,1,27,0,0,0,0,0,0,0,,,,
John Frascatore\frascjo01,1,25,0,0,0,0,0,0,0,,,,
John Frascatore\frascjo01,1,2,0,0,0,0,0,0,0,,,,
Hanley Frias#\friasha01,42890,69,150,27,41,1,16,4,29,0.273,0.391,0.34,0.731
Jeff Frye\fryeje01,4/5D6,41,114,14,32,1,12,2,14,0.281,0.362,0.333,0.695
Travis Fryman\frymatr01,5,85,322,45,82,10,48,2,25,0.255,0.309,0.41,0.719
Brad Fullmer*\fullmbr01,3,100,347,38,96,9,47,2,22,0.277,0.321,0.464,0.785
Mike Fyhrie\fyhrimi01,1,1,0,0,0,0,0,0,0,,,,
Gary Gaetti\gaettga01,5/316,113,280,22,57,9,46,0,21,0.204,0.26,0.339,0.599
Eric Gagne\gagneer01,/1,5,10,1,2,0,1,0,0,0.2,0.2,0.2,0.4
Ron Gant\gantro01,*7/D,138,516,107,134,17,77,13,85,0.26,0.364,0.43,0.794
Rich Garces\garceri01,1,2,0,0,0,0,0,0,0,,,,
Amaury Garcia\garciam01,/4,10,24,6,6,2,2,0,3,0.25,0.333,0.583,0.917
Carlos Garcia\garcica01,/53,6,11,1,2,0,0,0,1,0.182,0.25,0.182,0.432
Freddy Garcia\garcifr01,7/59D3,57,132,17,31,7,24,0,5,0.235,0.261,0.432,0.693
Freddy Garcia\garcifr01,1,55,130,16,30,6,23,0,4,0.231,0.252,0.408,0.66
Freddy Garcia\garcifr03,7/59D3,3,4,0,1,0,1,0,0,0.25,0.25,0.25,0.5
Freddy Garcia\garcifr01,/7,2,2,1,1,1,1,0,1,0.5,0.667,2,2.667
Guillermo Garcia\garcigu01,/2,4,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Jesse Garcia\garcije01,/645D,17,29,6,6,2,2,0,2,0.207,0.258,0.414,0.672
Karim Garcia*\garcika01,97/D,96,288,38,69,14,32,2,20,0.24,0.288,0.441,0.729
Luis Garcia\garcilu01,/64,8,9,0,1,0,0,0,0,0.111,0.111,0.222,0.333
Mike Garcia\garcimi03,/1,7,0,0,0,0,0,0,0,,,,
Nomar Garciaparra\garcino01,*6,135,532,103,190,27,104,14,51,0.357,0.418,0.603,1.022
Mark Gardner\gardnma01,1,27,39,2,4,1,3,0,3,0.103,0.167,0.179,0.346
Brent Gates#\gatesbr01,54/3D6,110,306,40,78,3,38,1,34,0.255,0.328,0.34,0.668
Jason Giambi*\giambja01,*3D/5,158,575,115,181,33,123,1,105,0.315,0.422,0.553,0.975
Jeremy Giambi*\giambje01,D3/7,90,288,34,82,3,34,0,40,0.285,0.373,0.368,0.741
Derrick Gibson\gibsode01,9,10,28,2,5,2,6,0,0,0.179,0.207,0.429,0.635
Brian Giles*\gilesbr02,*89/7D,141,521,109,164,39,115,6,95,0.315,0.418,0.614,1.032
Bernard Gilkey\gilkebe01,97,94,204,28,60,8,39,2,29,0.294,0.379,0.5,0.879
Ed Giovanola*\giovaed01,54/61,56,58,10,11,0,3,2,9,0.19,0.294,0.224,0.518
Charles Gipson\gipsoch01,59/87D46,55,80,16,18,0,9,3,6,0.225,0.287,0.338,0.625
Joe Girardi\girarjo01,2,65,209,23,50,2,27,3,10,0.239,0.271,0.354,0.626
Doug Glanville\glanvdo01,*8,150,628,101,204,11,73,34,48,0.325,0.376,0.457,0.833
Troy Glaus\glaustr01,*5/D,154,551,85,132,29,79,5,71,0.24,0.331,0.45,0.781
Tom Glavine*\glavito02,1,33,65,3,9,0,4,0,5,0.138,0.2,0.154,0.354
Ryan Glynn\glynnry01,1,2,1,0,0,0,0,0,0,0,0,0,0
Wayne Gomes\gomeswa01,1,69,1,0,0,0,0,0,0,0,0,0,0
Chris Gomez\gomezch02,6,76,234,20,59,1,15,1,27,0.252,0.331,0.308,0.638
Alex Gonzalez\gonzaal01,*6,38,154,22,45,2,12,4,16,0.292,0.37,0.416,0.786
Alex Gonzalez\gonzaal02,6/D,136,560,81,155,14,59,3,15,0.277,0.308,0.43,0.739
Juan Gonzalez\gonzaju03,*9D,144,562,114,183,39,128,3,51,0.326,0.378,0.601,0.98
Luis Gonzalez*\gonzalu01,*7/D,153,614,112,206,26,111,9,66,0.336,0.403,0.549,0.952
Wiki Gonzalez\gonzawi01,2,30,83,7,21,3,12,0,1,0.253,0.271,0.41,0.68
Dwight Gooden\goodedw01,1,3,2,1,1,1,2,0,1,0.5,0.667,2,2.667
Curtis Goodwin*\goodwcu01,87,91,165,15,38,0,9,2,13,0.23,0.285,0.279,0.564
Curtis Goodwin*\goodwcu01,87,89,157,15,38,0,9,2,13,0.242,0.298,0.293,0.591
Curtis Goodwin*\goodwcu01,/8,2,8,0,0,0,0,0,0,0,0,0,0
Tom Goodwin*\goodwto01,8,109,405,63,105,3,33,39,40,0.259,0.324,0.341,0.664
Tom Gordon\gordoto01,1,2,0,0,0,0,0,0,0,,,,
Mark Grace*\gracema01,*3,161,593,107,183,16,91,3,83,0.309,0.39,0.481,0.87
Mike Grace\gracemi02,1,26,7,1,0,0,0,0,1,0,0.125,0,0.125
Tony Graffanino\graffto01,46/5D,39,130,20,41,2,19,3,9,0.315,0.364,0.492,0.857
Joe Grahe\grahejo01,1,11,7,1,1,0,0,0,1,0.143,0.25,0.143,0.393
Danny Graves\graveda01,1,71,5,0,0,0,0,0,0,0,0,0,0
Craig Grebeck\grebecr01,4D/65,34,113,18,41,0,10,0,15,0.363,0.443,0.425,0.868
Scarborough Green#\greensc01,/8D79,18,13,4,4,0,0,0,1,0.308,0.357,0.308,0.665
Shawn Green*\greensh01,*9,153,614,134,190,42,123,20,66,0.309,0.384,0.588,0.972
Charlie Greene\greench02,2,32,42,4,8,0,1,0,5,0.19,0.271,0.214,0.485
Rick Greene\greenri02,/1,1,2,0,0,0,0,0,0,0,0,0,0
Todd Greene\greento02,D92/7,97,321,36,78,14,42,1,12,0.243,0.275,0.436,0.711
Willie Greene*\greenwi01,D/59,81,226,22,46,12,41,0,20,0.204,0.266,0.394,0.66
Rusty Greer*\greerru01,*7/D,147,556,107,167,20,101,2,96,0.3,0.405,0.493,0.898
Ben Grieve*\grievbe01,*7/9D,148,486,80,129,28,86,4,63,0.265,0.358,0.481,0.84
Ken Griffey*\griffke02,*8/D,160,606,123,173,48,134,24,91,0.285,0.384,0.576,0.96
Jason Grimsley\grimsja01,1,4,0,0,0,0,0,0,0,,,,
Marquis Grissom\grissma02,*8,154,603,92,161,20,83,24,49,0.267,0.32,0.415,0.734
Buddy Groom*\groombu01,1,6,0,0,0,0,0,0,0,,,,
Mark Grudzielanek\grudzma01,*6,123,488,72,159,7,46,6,31,0.326,0.376,0.436,0.812
Eddie Guardado\guarded01,1,5,0,0,0,0,0,0,0,,,,
Creighton Gubanich\gubancr01,2/D5,18,47,4,13,1,11,0,3,0.277,0.346,0.426,0.772
Vladimir Guerrero\guerrvl01,*9,160,610,102,193,42,131,14,55,0.316,0.378,0.6,0.978
Wilton Guerrero#\guerrwi01,47/D,132,315,42,92,2,31,7,13,0.292,0.324,0.403,0.727
Giomar Guevara#\guevagi01,/6,10,12,2,3,0,2,0,0,0.25,0.25,0.417,0.667
Carlos Guillen#\guillca01,/64,5,19,2,3,1,3,0,1,0.158,0.2,0.316,0.516
Jose Guillen\guilljo01,9,87,288,42,73,3,31,1,20,0.253,0.315,0.34,0.656
Jose Guillen\guilljo01,9,40,120,18,32,1,18,1,10,0.267,0.321,0.342,0.662
Jose Guillen\guilljo01,9,47,168,24,41,2,13,0,10,0.244,0.312,0.339,0.651
Ozzie Guillen*\guilloz01,19876,92,232,21,56,1,20,4,15,0.241,0.284,0.323,0.607
Mark Guthrie\guthrma01,1,14,0,0,0,0,0,0,0,,,,
Mark Guthrie\guthrma01,1,3,0,0,0,0,0,0,0,,,,
Mark Guthrie\guthrma01,1,11,0,0,0,0,0,0,0,,,,
Ricky Gutierrez\gutieri01,42891,85,268,33,70,1,25,2,37,0.261,0.354,0.336,0.69
Cristian Guzman#\guzmacr01,*6,131,420,47,95,1,26,9,22,0.226,0.267,0.276,0.543
Domingo Guzman\guzmado01,/1,7,0,0,0,0,0,0,0,,,,
Edwards Guzman*\guzmaed01,/52,14,15,0,0,0,0,0,0,0,0,0,0
Juan Guzman\guzmaju01,1,14,32,1,4,0,3,0,1,0.125,0.152,0.125,0.277
Juan Guzman\guzmaju01,1,2,6,0,1,0,1,0,0,0.167,0.167,0.167,0.333
Juan Guzman\guzmaju01,1,12,26,1,3,0,2,0,1,0.115,0.148,0.115,0.264
Tony Gwynn*\gwynnto01,9/D,111,411,59,139,10,62,7,29,0.338,0.381,0.477,0.858
Yamid Haad\haadya01,,1,1,0,0,0,0,0,0,0,0,0,0
Luther Hackman\hackmlu01,/1,5,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4
Jerry Hairston\hairsje02,4,50,175,26,47,4,17,9,11,0.269,0.323,0.417,0.74
John Halama*\halamjo01,1,3,5,1,1,0,0,0,1,0.2,0.333,0.4,0.733
Roy Halladay\hallaro01,1,3,2,0,0,0,0,0,0,0,0,0,0
Shane Halter\haltesh01,/896,7,0,0,0,0,0,0,0,,,,
Darryl Hamilton*\hamilda02,*8,146,505,82,159,9,45,6,57,0.315,0.386,0.422,0.808
Darryl Hamilton*\hamilda02,8,91,337,63,102,4,24,4,38,0.303,0.374,0.389,0.763
Darryl Hamilton*\hamilda02,8,55,168,19,57,5,21,2,19,0.339,0.41,0.488,0.898
Joey Hamilton\hamiljo02,1,1,2,0,0,0,0,0,0,0,0,0,0
Jeffrey Hammonds\hammoje01,978,123,262,43,73,17,41,3,27,0.279,0.347,0.523,0.87
Mike Hampton\hamptmi01,1,31,74,10,23,0,10,0,7,0.311,0.373,0.432,0.806
Greg Hansell\hansegr01,1,32,2,0,0,0,0,0,0,0,0,0,0
Dave Hansen*\hanseda01,35/D9,100,107,14,27,2,17,0,26,0.252,0.404,0.402,0.806
Jed Hansen\hanseje01,46/5D83,49,79,16,16,3,5,0,10,0.203,0.289,0.329,0.618
Pete Harnisch#\harnipe01,1,32,66,6,10,1,5,0,1,0.152,0.164,0.258,0.422
Lenny Harris*\harrile01,49/57D,110,187,17,58,1,20,2,6,0.31,0.33,0.396,0.726
Lenny Harris*\harrile01,49/75D,91,158,15,47,0,13,1,6,0.297,0.323,0.373,0.697
Lenny Harris*\harrile01,/59,19,29,2,11,1,7,1,0,0.379,0.367,0.517,0.884
Reggie Harris\harrire01,/1,8,1,0,0,0,0,0,0,0,0,0,0
Chad Harville\harvich01,1,1,0,0,0,0,0,0,0,,,,
Shigetoshi Hasegawa\hasegsh01,1,4,0,0,0,0,0,0,0,,,,
Bill Haselman\haselbi01,2/D,48,143,13,39,4,14,2,10,0.273,0.32,0.413,0.733
Scott Hatteberg*\hattesc01,2/D,30,80,12,22,1,11,0,18,0.275,0.41,0.375,0.785
LaTroy Hawkins\hawkila01,1,2,2,0,0,0,0,0,0,0,0,0,0
Charlie Hayes\hayesch01,53/D7,95,264,33,54,6,48,3,33,0.205,0.292,0.314,0.607
Jimmy Haynes\hayneji01,1,3,4,0,0,0,0,0,0,0,0,0,0
Rick Heiserman\heiseri01,/1,3,1,0,0,0,0,0,0,0,0,0,0
Rick Helling\helliri01,1,1,2,0,0,0,0,0,0,0,0,0,0
Todd Helton*\heltoto01,*3,159,578,114,185,35,113,7,68,0.32,0.395,0.587,0.981
Bret Hemphill#\hemphbr01,2,12,21,3,3,0,2,0,4,0.143,0.269,0.143,0.412
Rickey Henderson\henderi01,*7/D,121,438,89,138,12,42,37,82,0.315,0.423,0.466,0.889
Doug Henry\henrydo01,1,35,1,0,0,0,0,0,0,0,0,0,0
Pat Hentgen\hentgpa01,1,3,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Felix Heredia*\heredfe01,1,67,4,0,2,0,1,0,0,0.5,0.5,0.5,1
Gil Heredia\heredgi01,1,3,6,0,0,0,0,0,1,0,0.143,0,0.143
Matt Herges*\hergema01,1,17,1,0,0,0,0,0,0,0,0,0,0
Chad Hermansen\hermach01,/897,19,60,5,14,1,1,2,7,0.233,0.324,0.333,0.657
Dustin Hermanson\hermadu01,1,32,64,1,3,0,2,0,3,0.047,0.09,0.047,0.136
Carlos Hernandez\hernaca02,/46,16,14,4,2,0,1,3,0,0.143,0.143,0.143,0.286
Jose Hernandez\hernajo01,*68/739,147,508,79,135,19,62,11,52,0.266,0.339,0.425,0.764
Jose Hernandez\hernajo01,68/793,99,342,57,93,15,43,7,40,0.272,0.357,0.45,0.807
Jose Hernandez\hernajo01,13667,48,166,22,42,4,19,4,12,0.253,0.302,0.373,0.675
Livan Hernandez\hernali01,1,28,63,6,17,2,8,0,1,0.27,0.288,0.397,0.685
Livan Hernandez\hernali01,1,17,45,5,13,2,7,0,0,0.289,0.283,0.467,0.749
Livan Hernandez\hernali01,1,11,18,1,4,0,1,0,1,0.222,0.3,0.222,0.522
Orlando Hernandez\hernaor01,1,1,3,1,1,0,0,0,0,0.333,0.333,0.333,0.667
Ramon Hernandez\hernara02,2,40,136,13,38,3,21,1,18,0.279,0.363,0.397,0.76
Roberto Hernandez\hernaro01,1,4,0,0,0,0,0,0,0,,,,
Orel Hershiser\hershor01,1,31,62,3,9,0,3,1,1,0.145,0.154,0.161,0.315
Richard Hidalgo\hidalri01,78/9,108,383,49,87,15,56,8,56,0.227,0.328,0.42,0.748
Bobby Higginson*\higgibo02,9D,107,377,51,90,12,46,4,64,0.239,0.351,0.382,0.733
Glenallen Hill\hillgl01,79/D,99,253,43,76,20,55,5,22,0.3,0.353,0.581,0.934
Ken Hill\hillke01,1,1,3,0,0,0,0,0,0,0,0,0,0
A.J. Hinch\hincha.01,2,76,205,26,44,7,24,6,11,0.215,0.26,0.346,0.607
Sterling Hitchcock*\hitchst01,1,32,61,4,5,0,0,0,3,0.082,0.125,0.082,0.207
Denny Hocking#\hockide01,64798/53,136,386,47,103,7,41,11,22,0.267,0.307,0.378,0.685
Trevor Hoffman\hoffmtr01,1,60,3,0,1,0,2,0,0,0.333,0.333,0.667,1
Ray Holbert\holbera01,64/5,34,100,14,28,0,5,7,8,0.28,0.33,0.31,0.64
Todd Hollandsworth*\hollato01,873/9,92,261,39,74,9,32,5,24,0.284,0.345,0.448,0.793
Dave Hollins#\hollida01,D,27,99,12,22,2,6,0,5,0.222,0.26,0.333,0.593
Darren Holmes\holmeda01,1,42,2,0,0,0,0,0,0,0,0,0,0
Chris Holt\holtch01,1,30,45,3,3,0,2,0,3,0.067,0.125,0.067,0.192
Tyler Houston*\houstty01,52/39,113,276,28,62,10,30,1,31,0.225,0.302,0.377,0.679
Tyler Houston*\houstty01,52/39,100,249,26,58,9,27,1,28,0.233,0.309,0.386,0.695
Tyler Houston*\houstty01,42857,13,27,2,4,1,3,0,3,0.148,0.233,0.296,0.53
David Howard#\howarda02,6/345789,52,82,3,17,1,6,0,7,0.207,0.286,0.293,0.578
Thomas Howard#\howarth01,9/7D,98,195,16,57,6,28,1,17,0.292,0.353,0.436,0.789
Jack Howell*\howelja02,/35D,37,33,2,7,1,1,0,8,0.212,0.366,0.364,0.729
Bob Howry*\howrybo01,1,5,0,0,0,0,0,0,0,,,,
Trent Hubbard\hubbatr01,78/942,82,105,23,33,1,13,4,13,0.314,0.387,0.39,0.777
John Hudek#\hudekjo01,1,14,1,0,0,0,0,0,0,0,0,0,0
John Hudek#\hudekjo01,1,14,1,0,0,0,0,0,0,0,0,0,0
John Hudek#\hudekjo01,/1,2,0,0,0,0,0,0,0,,,,
John Hudek#\hudekjo01,1,12,1,0,0,0,0,0,0,0,0,0,0
Tim Hudson\hudsoti01,1/D,5,4,0,1,0,0,0,1,0.25,0.4,0.25,0.65
Bobby Hughes\hughebo01,2/D,48,101,10,26,3,8,0,5,0.257,0.292,0.366,0.659
Todd Hundley#\hundlto01,2,114,376,49,78,24,55,3,44,0.207,0.295,0.436,0.731
Brian Hunter\huntebr02,*78,139,539,79,125,4,34,44,37,0.232,0.28,0.301,0.581
Brian Hunter\huntebr02,42801,18,55,8,13,0,0,0,5,0.236,0.311,0.309,0.621
Brian Hunter\huntebr01,8,114,181,28,45,6,30,0,31,0.249,0.367,0.425,0.792
Brian Hunter\huntebr02,*78,121,484,71,112,4,34,44,32,0.231,0.277,0.3,0.576
Torii Hunter\hunteto01,*879,135,384,52,98,9,35,10,26,0.255,0.309,0.38,0.689
Butch Huskey\huskebu01,D793/5,119,386,62,109,22,77,3,34,0.282,0.338,0.492,0.83
Butch Huskey\huskebu01,793/D5,74,262,44,76,15,49,3,27,0.29,0.353,0.496,0.849
Butch Huskey\huskebu01,D/579,45,124,18,33,7,28,0,7,0.266,0.305,0.484,0.789
Jeff Huson*\husonje01,46/53D7,97,225,21,59,0,18,10,16,0.262,0.307,0.302,0.61
Tim Hyers*\hyersti01,37/9D,58,81,8,18,2,12,0,14,0.222,0.333,0.37,0.704
Raul Ibanez*\ibanera01,973/2D,87,209,23,54,9,27,5,17,0.258,0.313,0.421,0.734
Hideki Irabu\irabuhi01,1,2,4,0,0,0,0,0,1,0,0.2,0,0.2
Jason Isringhausen\isrinja01,1,11,12,2,1,0,1,0,0,0.083,0.083,0.167,0.25
Jason Isringhausen\isrinja01,1,11,12,2,1,0,1,0,0,0.083,0.083,0.167,0.25
Damian Jackson\jacksda04,64/79,133,388,56,87,9,39,34,53,0.224,0.32,0.356,0.676
Darrin Jackson\jacksda03,78/D9,73,149,22,41,4,16,4,3,0.275,0.288,0.43,0.717
Michael Jackson\jacksmi02,1,4,0,0,0,0,0,0,0,,,,
Ryan Jackson*\jacksry01,42801,32,68,4,16,0,10,3,6,0.235,0.299,0.279,0.578
John Jaha\jahajo01,*D/3,142,457,93,126,35,111,2,101,0.276,0.414,0.556,0.97
Stan Javier#\javiest01,*79/8D,132,397,61,113,3,34,16,38,0.285,0.347,0.365,0.712
Stan Javier#\javiest01,79/8D,112,333,49,92,3,30,13,29,0.276,0.335,0.354,0.69
Stan Javier#\javiest01,28734,20,64,12,21,0,4,3,9,0.328,0.405,0.422,0.827
Gregg Jefferies#\jeffegr01,D/347,70,205,22,41,6,18,3,13,0.2,0.258,0.327,0.585
Reggie Jefferson#\jeffere01,D/3,83,206,21,57,5,17,0,17,0.277,0.338,0.422,0.76
Geoff Jenkins*\jenkige01,*7,135,447,70,140,21,82,5,35,0.313,0.371,0.564,0.935
Robin Jennings*\jenniro01,,5,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Marcus Jensen#\jensema01,2,16,34,5,8,1,1,0,6,0.235,0.35,0.471,0.821
Derek Jeter\jeterde01,*6,158,627,134,219,24,102,19,91,0.349,0.438,0.552,0.989
D'Angelo Jimenez#\jimend'01,/54,7,20,3,8,0,4,0,3,0.4,0.478,0.5,0.978
Jose Jimenez\jimenjo01,1,29,53,5,5,0,2,0,0,0.094,0.094,0.132,0.226
Doug Johns\johnsdo04,1,1,1,0,0,0,0,0,0,0,0,0,0
Brian Johnson\johnsbr01,2,45,117,12,27,5,18,0,9,0.231,0.286,0.419,0.705
Charles Johnson\johnsch04,*2,135,426,58,107,16,54,0,55,0.251,0.34,0.413,0.753
Jason Johnson\johnsja02,1,1,2,0,0,0,0,0,0,0,0,0,0
Lance Johnson*\johnsla03,8,95,335,46,87,1,21,13,37,0.26,0.332,0.337,0.67
Mark Johnson*\johnsma02,2/D,73,207,27,47,4,16,3,36,0.227,0.344,0.338,0.682
Mike Johnson*\johnsmi02,/1,3,4,1,1,0,0,0,0,0.25,0.25,0.25,0.5
Randy Johnson\johnsra05,1,33,97,1,12,0,6,0,0,0.124,0.124,0.165,0.289
Russ Johnson\johnsru01,54/6,83,156,24,44,5,23,2,20,0.282,0.358,0.442,0.8
John Johnstone\johnsjo07,1,58,0,0,0,0,0,0,0,,,,
Andruw Jones\jonesan01,*8,162,592,97,163,26,84,24,76,0.275,0.365,0.483,0.848
Bobby Jones\jonesbo04,1,28,27,3,4,0,4,0,2,0.148,0.2,0.185,0.385
Bobby Jones\jonesbo03,1,12,16,1,5,1,1,0,0,0.313,0.313,0.5,0.813
Chipper Jones#\jonesch06,*5/6,157,567,116,181,45,110,25,126,0.319,0.441,0.633,1.074
Doug Jones\jonesdo01,1,6,0,0,0,0,0,0,0,,,,
