Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Tom Davey\daveyto01,1,11,0,0,0,0,0,0,0,,,,
Ben Davis#\davisbe01,2/D,43,130,12,29,3,14,1,14,0.223,0.297,0.338,0.635
Doug Davis\davisdo02,1,3,0,0,0,0,0,0,0,,,,
Eric Davis\daviser01,9/D,92,254,38,77,6,40,1,36,0.303,0.389,0.429,0.818
Kane Davis\daviska01,/1,4,1,0,0,0,0,0,0,0,0,0,0
Kane Davis\daviska01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Kane Davis\daviska01,/1,3,0,0,0,0,0,0,0,,,,
Russ Davis\davisru01,5/3D,80,180,27,47,9,24,0,9,0.261,0.302,0.439,0.741
Travis Dawkins\dawkitr01,6,14,41,5,9,0,3,0,2,0.22,0.256,0.268,0.524
Tomas de la Rosa\delarto01,6/D,32,66,7,19,2,9,2,7,0.288,0.365,0.455,0.819
Valerio De Los Santos*\delosva01,1,62,6,0,0,0,0,0,0,0,0,0,0
Kory DeHaan*\dehaako01,97/8D,90,103,19,21,2,13,4,5,0.204,0.239,0.33,0.569
Mike DeJean\dejeami01,1,51,2,0,0,0,0,0,0,0,0,0,0
Miguel Del Toro\deltomi01,/1,9,2,1,1,0,2,0,0,0.5,0.5,0.5,1
Carlos Delgado*\delgaca01,*3,162,569,115,196,41,137,0,123,0.344,0.47,0.664,1.134
Wilson Delgado#\delgawi01,46/5,64,128,21,33,1,11,2,11,0.258,0.312,0.297,0.609
Wilson Delgado#\delgawi01,46/5,31,45,6,11,1,4,1,5,0.244,0.314,0.333,0.647
Wilson Delgado#\delgawi01,46/5,33,83,15,22,0,7,1,6,0.265,0.311,0.277,0.588
David Dellucci*\delluda01,42985,34,50,2,15,0,2,0,4,0.3,0.352,0.36,0.712
Ryan Dempster\dempsry01,1,31,77,3,6,0,2,0,1,0.078,0.09,0.104,0.194
Mark DeRosa\derosma01,6,22,13,9,4,0,3,0,2,0.308,0.4,0.385,0.785
Delino DeShields*\deshide01,47D/8,151,561,84,166,10,86,37,69,0.296,0.369,0.444,0.813
Elmer Dessens\desseel01,1,37,40,6,4,0,0,0,7,0.1,0.234,0.1,0.334
Matt DeWitt\dewitma01,/1,1,0,0,0,0,0,0,0,,,,
Einar Diaz\diazei01,42771,75,250,29,68,4,25,4,11,0.272,0.323,0.392,0.715
Mike Difelice\difelmi01,2,60,204,23,49,6,19,0,12,0.24,0.28,0.402,0.682
Jerry Dipoto\dipotje01,1,17,1,0,0,0,0,0,0,0,0,0,0
Gary Disarcina\disarga01,6,12,38,6,15,1,11,0,1,0.395,0.425,0.526,0.951
Chris Donnels*\donnech01,/7354,27,34,8,10,4,9,0,6,0.294,0.39,0.735,1.126
Octavio Dotel\doteloc01,1,49,32,1,1,0,0,0,1,0.031,0.061,0.031,0.092
Scott Downs*\downssc01,1,18,28,2,2,0,1,0,2,0.071,0.133,0.071,0.205
Scott Downs*\downssc01,1,17,26,2,2,0,1,0,2,0.077,0.143,0.077,0.22
Scott Downs*\downssc01,/1,1,2,0,0,0,0,0,0,0,0,0,0
Kelly Dransfeldt\dranske01,42890,16,26,2,3,0,2,0,1,0.115,0.148,0.192,0.34
Darren Dreifort\dreifda01,1,30,68,5,11,3,8,0,1,0.162,0.186,0.338,0.524
J.D. Drew*\drewj.01,*987,135,407,73,120,18,57,17,67,0.295,0.401,0.479,0.88
Rob Ducey*\duceyro01,7/D98,117,165,26,32,6,26,1,31,0.194,0.318,0.345,0.664
Rob Ducey*\duceyro01,7/D98,112,152,24,30,6,25,1,29,0.197,0.322,0.355,0.678
Rob Ducey*\duceyro01,7/D98,70,106,16,20,6,20,1,20,0.189,0.317,0.406,0.723
Rob Ducey*\duceyro01,/79,5,13,2,2,0,1,0,2,0.154,0.267,0.231,0.497
Rob Ducey*\duceyro01,,42,46,8,10,0,5,0,9,0.217,0.333,0.239,0.572
Shawon Dunston\dunstsh01,79/8635D,98,216,28,54,12,43,3,6,0.25,0.278,0.486,0.764
Todd Dunwoody*\dunwoto01,87D/9,61,178,12,37,1,23,3,8,0.208,0.238,0.275,0.514
Erubiel Durazo*\durazer01,3,67,196,35,52,8,33,1,34,0.265,0.373,0.444,0.817
Ray Durham#\durhara01,*4,151,614,121,172,17,75,25,75,0.28,0.361,0.45,0.81
Trent Durrington\durritr01,/4,4,3,0,0,0,0,0,0,0,0,0,0
Jermaine Dye\dyeje01,*9D,157,601,107,193,33,118,0,69,0.321,0.39,0.561,0.951
Damion Easley\easleda01,*4,126,464,76,120,14,58,13,55,0.259,0.35,0.416,0.766
Adam Eaton\eatonad01,1,21,38,6,11,0,4,2,6,0.289,0.4,0.342,0.742
Angel Echevarria\echevan01,28915,41,51,3,10,1,6,0,7,0.196,0.293,0.294,0.587
Angel Echevarria\echevan01,/37,10,9,0,1,0,2,0,0,0.111,0.111,0.111,0.222
Angel Echevarria\echevan01,/397,31,42,3,9,1,4,0,7,0.214,0.327,0.333,0.66
Jim Edmonds*\edmonji01,*8/3,152,525,129,155,42,108,10,103,0.295,0.411,0.583,0.994
Scott Elarton\elartsc01,1,29,63,6,10,0,0,0,1,0.159,0.197,0.19,0.387
Cal Eldred\eldreca01,1,2,4,3,1,0,0,0,2,0.25,0.5,0.25,0.75
Kevin Elster\elsteke01,19511,80,220,29,50,14,32,0,38,0.227,0.341,0.455,0.796
Alan Embree*\embreal01,1,60,0,0,0,0,0,0,0,,,,
Juan Encarnacion\encarju01,*8,141,547,75,158,14,72,16,29,0.289,0.33,0.433,0.764
Morgan Ensberg\ensbemo01,/5,4,7,0,2,0,0,0,0,0.286,0.286,0.286,0.571
Todd Erdos\erdosto01,1,23,2,0,0,0,0,0,0,0,0,0,0
Todd Erdos\erdosto01,1,1,1,0,0,0,0,0,0,0,0,0,0
Todd Erdos\erdosto01,1,22,1,0,0,0,0,0,0,0,0,0,0
Scott Erickson\ericksc01,1,3,5,2,2,0,1,0,0,0.4,0.4,0.6,1
Darin Erstad*\erstada01,*78D/3,157,676,121,240,25,100,28,64,0.355,0.409,0.541,0.951
Kelvim Escobar\escobke01,1,2,7,0,0,0,0,0,0,0,0,0,0
Bobby Estalella\estalbo02,2,106,299,45,70,14,53,3,57,0.234,0.357,0.468,0.826
Shawn Estes\estessh01,1,31,68,4,14,1,10,0,2,0.206,0.229,0.309,0.537
Horacio Estrada*\estraho01,/1,7,7,1,1,0,0,0,0,0.143,0.143,0.143,0.286
Seth Etherton\etherse01,1,1,2,1,0,0,0,0,1,0,0.333,0,0.333
Tony Eusebio\eusebto01,2,74,218,24,61,7,33,0,25,0.28,0.361,0.459,0.82
Tom Evans\evansto01,5/3D,23,54,10,15,0,5,0,10,0.278,0.394,0.352,0.746
Carl Everett#\evereca01,*8/D,137,496,82,149,34,108,11,52,0.3,0.373,0.587,0.959
Jorge Fabregas*\fabrejo01,2/D,43,142,13,40,3,17,1,8,0.282,0.32,0.373,0.693
Kyle Farnsworth\farnsky01,1,46,14,0,1,0,0,0,0,0.071,0.071,0.143,0.214
Sal Fasano\fasansa01,2,52,126,21,27,7,19,0,14,0.214,0.306,0.429,0.734
Jeff Fassero*\fasseje01,1,2,2,1,0,0,0,0,0,0,0,0,0
Carlos Febles\febleca01,4,100,339,59,87,2,29,17,36,0.257,0.345,0.316,0.66
Pedro Feliz\felizpe01,/5,8,7,1,2,0,0,0,0,0.286,0.286,0.286,0.571
Alex Fernandez\fernaal01,/1,9,17,1,2,0,3,0,3,0.118,0.25,0.176,0.426
Osvaldo Fernandez\fernaos01,1,15,22,0,2,0,1,0,2,0.091,0.167,0.091,0.258
Mike Fetters\fettemi01,1,49,0,0,0,0,0,0,0,,,,
Robert Fick*\fickro01,32D,66,163,18,41,3,22,2,22,0.252,0.34,0.374,0.715
Nelson Figueroa#\figuene01,/1,2,3,1,1,0,0,0,0,0.333,0.333,0.333,0.667
Chuck Finley*\finlech01,1,2,7,0,0,0,0,0,0,0,0,0,0
Steve Finley*\finlest01,*8/D,152,539,100,151,35,96,12,65,0.28,0.361,0.544,0.904
John Flaherty\flahejo01,2,109,394,36,103,10,39,0,20,0.261,0.296,0.376,0.671
Darrin Fletcher*\fletcda01,*2/D,122,416,43,133,20,58,1,20,0.32,0.355,0.514,0.869
Bryce Florie\floribr01,1,2,0,0,0,0,0,0,0,,,,
Cliff Floyd*\floydcl01,7/D,121,420,75,126,22,91,24,50,0.3,0.378,0.529,0.906
Brook Fordyce\fordybr01,2,93,302,41,91,14,49,0,17,0.301,0.341,0.507,0.848
Brook Fordyce\fordybr01,2,40,125,18,34,5,21,0,6,0.272,0.313,0.464,0.777
Brook Fordyce\fordybr01,2,53,177,23,57,9,28,0,11,0.322,0.361,0.537,0.898
Scott Forster\forstsc01,1,39,0,0,0,0,0,0,0,,,,
Keith Foulke\foulkke01,1,5,0,0,0,0,0,0,0,,,,
Andy Fox*\foxan01,657/9438,100,250,29,58,4,20,10,22,0.232,0.302,0.328,0.63
Andy Fox*\foxan01,2734693,31,86,10,18,1,10,2,4,0.209,0.244,0.291,0.535
Andy Fox*\foxan01,65/794,69,164,19,40,3,10,8,18,0.244,0.33,0.348,0.677
John Franco*\francjo01,1,58,1,0,0,0,0,0,0,0,0,0,0
Matt Franco*\francma01,35/7D4,101,134,9,32,2,14,0,21,0.239,0.34,0.313,0.653
Wayne Franklin*\frankwa01,1,25,2,0,0,0,0,0,0,0,0,0,0
John Frascatore\frascjo01,1,3,0,0,0,0,0,0,0,,,,
Hanley Frias#\friasha01,64/5,75,112,18,23,2,6,2,17,0.205,0.31,0.304,0.614
Jeff Frye\fryeje01,49/5D87,106,326,49,100,1,16,5,36,0.307,0.377,0.374,0.751
Jeff Frye\fryeje01,49/5D87,69,239,35,69,1,13,1,28,0.289,0.364,0.356,0.72
Jeff Frye\fryeje01,42830,37,87,14,31,0,3,4,8,0.356,0.412,0.425,0.838
Travis Fryman\frymatr01,*5/3D,155,574,93,184,22,106,1,73,0.321,0.392,0.516,0.908
Brad Fullmer*\fullmbr01,*D/3,133,482,76,142,32,104,3,30,0.295,0.34,0.558,0.898
Aaron Fultz*\fultzaa01,1,54,6,0,2,0,0,0,0,0.333,0.333,0.333,0.667
Rafael Furcal#\furcara02,*64,131,455,87,134,4,37,40,73,0.295,0.394,0.382,0.776
Chris Fussell\fussech01,1,1,2,0,0,0,0,0,0,0,0,0,0
Mike Fyhrie\fyhrimi01,1,2,0,0,0,0,0,0,0,,,,
Gary Gaetti\gaettga01,/D,5,10,0,0,0,1,0,0,0,0,0,0
Eric Gagne\gagneer01,1,18,28,1,4,0,0,0,0,0.143,0.143,0.143,0.286
Andres Galarraga\galaran01,*3/D,141,494,67,149,28,100,3,36,0.302,0.369,0.526,0.895
Ron Gant\gantro01,7D,123,425,69,106,26,54,6,56,0.249,0.335,0.492,0.827
Ron Gant\gantro01,7,89,343,54,87,20,38,5,36,0.254,0.324,0.487,0.811
Ron Gant\gantro01,7D,34,82,15,19,6,16,1,20,0.232,0.379,0.512,0.891
Rich Garces\garceri01,1,6,0,0,0,0,0,0,0,,,,
Freddy Garcia\garcifr03,1,2,3,0,2,0,0,0,0,0.667,0.667,0.667,1.333
Jesse Garcia\garcije01,/46,14,17,2,1,0,0,0,2,0.059,0.158,0.059,0.217
Karim Garcia*\garcika01,/9D7,16,33,1,3,0,0,0,0,0.091,0.091,0.091,0.182
Karim Garcia*\garcika01,/9D,8,17,1,3,0,0,0,0,0.176,0.176,0.176,0.353
Karim Garcia*\garcika01,/D7,8,16,0,0,0,0,0,0,0,0,0,0
Mike Garcia\garcimi03,1,13,3,1,1,0,0,0,0,0.333,0.333,0.333,0.667
Nomar Garciaparra\garcino01,*6/D,140,529,104,197,21,96,5,61,0.372,0.434,0.599,1.033
Mark Gardner\gardnma01,1,30,43,1,5,0,0,0,0,0.116,0.116,0.116,0.233
Daniel Garibay*\garibda01,1,28,15,1,2,0,1,0,0,0.133,0.133,0.133,0.267
Jon Garland\garlajo01,1,1,0,0,0,0,0,0,0,,,,
Jason Giambi*\giambja01,*3D,152,510,108,170,43,137,2,137,0.333,0.476,0.647,1.123
Jeremy Giambi*\giambje01,9D3/7,104,260,42,66,10,50,0,32,0.254,0.338,0.423,0.761
Benji Gil\gilbe01,6/4D3,110,301,28,72,6,23,10,30,0.239,0.317,0.352,0.669
Shawn Gilbert\gilbesh01,/789,15,20,5,3,1,3,0,2,0.15,0.227,0.35,0.577
Brian Giles*\gilesbr02,*879,156,559,111,176,35,123,6,114,0.315,0.432,0.594,1.026
Bernard Gilkey\gilkebe01,9/7D,74,164,17,29,3,15,0,17,0.177,0.265,0.28,0.545
Bernard Gilkey\gilkebe01,42985,38,73,6,8,2,6,0,7,0.11,0.185,0.205,0.391
Bernard Gilkey\gilkebe01,9/D7,36,91,11,21,1,9,0,10,0.231,0.327,0.341,0.668
Keith Ginter\ginteke01,/4,5,8,3,2,1,3,0,1,0.25,0.3,0.625,0.925
Charles Gipson\gipsoch01,97/856D,59,29,7,9,0,3,2,4,0.31,0.394,0.414,0.808
Joe Girardi\girarjo01,2,106,363,47,101,6,40,1,32,0.278,0.339,0.375,0.714
Doug Glanville\glanvdo01,*8,154,637,89,175,8,52,31,31,0.275,0.307,0.374,0.681
Keith Glauber\glaubke01,/1,4,1,0,0,0,0,0,0,0,0,0,0
Troy Glaus\glaustr01,*5/6D,159,563,120,160,47,102,14,112,0.284,0.404,0.604,1.008
Tom Glavine*\glavito02,1,35,68,5,10,0,2,0,7,0.147,0.227,0.162,0.388
Ross Gload*\gloadro01,/739,18,31,4,6,1,3,0,3,0.194,0.257,0.355,0.612
Ryan Glynn\glynnry01,1,1,2,0,0,0,0,0,0,0,0,0,0
Wayne Gomes\gomeswa01,1,64,0,0,0,0,0,0,0,,,,
Chris Gomez\gomezch02,42890,33,54,4,12,0,3,0,7,0.222,0.306,0.222,0.529
Alex Gonzalez\gonzaal02,*6,109,385,35,77,7,42,7,13,0.2,0.229,0.319,0.548
Alex Gonzalez\gonzaal01,6,141,527,68,133,15,69,4,43,0.252,0.313,0.404,0.717
Juan Gonzalez\gonzaju03,9D,115,461,69,133,22,67,1,32,0.289,0.337,0.505,0.842
Luis Gonzalez*\gonzalu01,*7,162,618,106,192,31,114,2,78,0.311,0.392,0.544,0.935
Raul Gonzalez\gonzara01,/7,3,2,0,0,0,0,0,0,0,0,0,0
Wiki Gonzalez\gonzawi01,2,95,284,25,66,5,30,1,30,0.232,0.311,0.345,0.656
Dwight Gooden\goodedw01,1,3,3,0,0,0,0,0,0,0,0,0,0
Dwight Gooden\goodedw01,1,2,2,0,0,0,0,0,0,0,0,0,0
Dwight Gooden\goodedw01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Dwight Gooden\goodedw01,1,2,2,0,0,0,0,0,0,0,0,0,0
Tom Goodwin*\goodwto01,*87,147,528,94,139,6,58,55,68,0.263,0.346,0.352,0.698
Tom Goodwin*\goodwto01,8,91,317,65,86,5,47,39,50,0.271,0.368,0.394,0.763
Tom Goodwin*\goodwto01,87,56,211,29,53,1,11,16,18,0.251,0.31,0.289,0.599
Mark Grace*\gracema01,*3,143,510,75,143,11,82,1,95,0.28,0.394,0.429,0.824
Tony Graffanino\graffto01,465/D,70,168,33,46,2,17,7,22,0.274,0.363,0.357,0.72
Tony Graffanino\graffto01,/456,13,20,8,6,0,1,0,1,0.3,0.364,0.35,0.714
Tony Graffanino\graffto01,645/D,57,148,25,40,2,16,7,21,0.27,0.363,0.358,0.721
Danny Graves\graveda01,1,64,2,1,1,1,1,0,1,0.5,0.667,2,2.667
Craig Grebeck\grebecr01,42831,66,241,38,71,3,23,0,25,0.295,0.364,0.411,0.775
Jason Green\greenja01,1,14,1,0,0,0,0,0,0,0,0,0,0
Scarborough Green#\greensc01,89/D7,79,124,21,29,0,9,10,10,0.234,0.291,0.258,0.549
Shawn Green*\greensh01,*9/8,162,610,98,164,24,99,24,90,0.269,0.367,0.472,0.839
Charlie Greene\greench02,/2,3,9,0,1,0,0,0,0,0.111,0.111,0.111,0.222
Todd Greene\greento02,D/27,34,85,11,20,5,10,0,5,0.235,0.278,0.435,0.713
Willie Greene*\greenwi01,5,105,299,34,60,10,37,4,36,0.201,0.289,0.365,0.654
Rusty Greer*\greerru01,7/D,105,394,65,117,8,65,4,51,0.297,0.377,0.459,0.837
Ben Grieve*\grievbe01,*7D,158,594,92,166,27,104,3,73,0.279,0.359,0.487,0.845
Ken Griffey*\griffke02,*8,145,520,100,141,40,118,6,94,0.271,0.387,0.556,0.942
Jason Grilli\grillja01,/1,1,2,0,1,0,1,0,0,0.5,0.5,0.5,1
Jason Grimsley\grimsja01,1,5,1,0,0,0,0,0,2,0,0.667,0,0.667
Marquis Grissom\grissma02,*8,146,595,67,145,14,62,20,39,0.244,0.288,0.351,0.64
Buddy Groom*\groombu01,1,3,0,0,0,0,0,0,0,,,,
Kip Gross\grosski01,/1,2,1,0,0,0,0,0,0,0,0,0,0
Mark Grudzielanek\grudzma01,*4/6,148,617,101,172,7,49,12,45,0.279,0.335,0.389,0.724
Eddie Guardado\guarded01,1,5,0,0,0,0,0,0,0,,,,
Vladimir Guerrero\guerrvl01,*9/D,154,571,101,197,44,123,9,58,0.345,0.41,0.664,1.074
Wilton Guerrero#\guerrwi01,798/D4,127,288,30,77,2,23,8,19,0.267,0.312,0.326,0.638
Carlos Guillen#\guillca01,56,90,288,45,74,7,42,1,28,0.257,0.324,0.396,0.72
Jose Guillen\guilljo01,42986,105,316,40,80,10,41,3,18,0.253,0.32,0.43,0.75
Ozzie Guillen*\guilloz01,65/34,63,107,22,26,2,12,1,6,0.243,0.283,0.336,0.62
Mark Guthrie\guthrma01,1,25,2,0,0,0,0,0,0,0,0,0,0
Mark Guthrie\guthrma01,1,6,0,0,0,0,0,0,0,,,,
Mark Guthrie\guthrma01,1,19,2,0,0,0,0,0,0,0,0,0,0
Mark Guthrie\guthrma01,1,6,0,0,0,0,0,0,0,,,,
Ricky Gutierrez\gutieri01,*6,125,449,73,124,11,56,8,66,0.276,0.375,0.401,0.775
Cristian Guzman#\guzmacr01,*6/D,156,631,89,156,8,54,28,46,0.247,0.299,0.388,0.687
Geraldo Guzman\guzmage01,1,13,19,0,0,0,0,0,0,0,0,0,0
Tony Gwynn*\gwynnto01,9/D,36,127,17,41,1,17,0,9,0.323,0.364,0.441,0.805
Luther Hackman\hackmlu01,/1,1,0,0,0,0,0,0,0,,,,
Jerry Hairston\hairsje02,4,49,180,27,46,5,19,8,21,0.256,0.353,0.367,0.719
John Halama*\halamjo01,1,2,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Toby Hall\hallto02,/2,4,12,1,2,1,1,0,1,0.167,0.231,0.417,0.647
Shane Halter\haltesh01,5364/89271,105,238,26,62,3,27,5,14,0.261,0.302,0.366,0.668
Darryl Hamilton*\hamilda02,78/9,43,105,20,29,1,6,2,14,0.276,0.358,0.362,0.72
Jeffrey Hammonds\hammoje01,*97/8,122,454,94,152,20,106,14,44,0.335,0.395,0.529,0.924
Mike Hampton\hamptmi01,1,34,73,7,20,0,8,0,5,0.274,0.313,0.274,0.586
Dave Hansen*\hanseda01,35/D7,102,121,18,35,8,26,0,26,0.289,0.415,0.57,0.985
Pete Harnisch#\harnipe01,1,24,43,4,8,1,8,0,0,0.186,0.186,0.302,0.488
Lenny Harris*\harrile01,53/974D,112,223,31,58,4,26,13,20,0.26,0.317,0.381,0.698
Lenny Harris*\harrile01,42864,36,85,9,16,1,13,5,3,0.188,0.209,0.259,0.468
Lenny Harris*\harrile01,53/794D,76,138,22,42,3,13,8,17,0.304,0.381,0.457,0.837
Shigetoshi Hasegawa\hasegsh01,1,6,1,0,0,0,0,0,0,0,0,0,0
Bill Haselman\haselbi01,2,62,193,23,53,6,26,0,15,0.275,0.329,0.461,0.79
Scott Hatteberg*\hattesc01,2D/5,92,230,21,61,8,36,0,38,0.265,0.367,0.435,0.801
LaTroy Hawkins\hawkila01,1,5,1,0,0,0,0,0,0,0,0,0,0
Charlie Hayes\hayesch01,53/D,121,370,46,93,9,46,1,57,0.251,0.348,0.37,0.718
Jimmy Haynes\hayneji01,1,31,64,3,8,0,4,0,1,0.125,0.138,0.188,0.326
Rick Helling\helliri01,1,2,5,0,0,0,0,0,0,0,0,0,0
Wes Helms\helmswe01,/5,6,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Todd Helton*\heltoto01,*3,160,580,138,216,42,147,5,103,0.372,0.463,0.698,1.162
Rickey Henderson\henderi01,*7/D,123,420,75,98,4,32,36,88,0.233,0.368,0.305,0.673
Rickey Henderson\henderi01,7,31,96,17,21,0,2,5,25,0.219,0.387,0.229,0.616
Rickey Henderson\henderi01,7/D,92,324,58,77,4,30,31,63,0.238,0.362,0.327,0.689
Doug Henry\henrydo01,1,70,1,0,0,0,0,0,0,0,0,0,0
Doug Henry\henrydo01,1,43,1,0,0,0,0,0,0,0,0,0,0
Doug Henry\henrydo01,1,27,0,0,0,0,0,0,0,,,,
Pat Hentgen\hentgpa01,1,31,60,4,8,0,0,0,4,0.133,0.188,0.133,0.321
Felix Heredia*\heredfe01,1,69,2,0,0,0,0,0,0,0,0,0,0
Gil Heredia\heredgi01,1,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Matt Herges*\hergema01,1,56,13,0,1,0,0,0,0,0.077,0.077,0.077,0.154
Chad Hermansen\hermach01,42956,33,108,12,20,2,8,0,6,0.185,0.226,0.296,0.522
Dustin Hermanson\hermadu01,1,36,55,1,8,0,1,0,2,0.145,0.175,0.182,0.357
Alex Hernandez*\hernaal01,28915,20,60,4,12,1,5,1,0,0.2,0.2,0.3,0.5
Carlos Hernandez\hernaca01,42769,75,242,23,62,3,35,2,21,0.256,0.322,0.355,0.678
Carlos Hernandez\hernaca02,/5,2,1,0,0,0,0,0,0,0,0,0,0
Carlos Hernandez\hernaca01,42769,58,191,16,48,2,25,1,16,0.251,0.316,0.34,0.656
Carlos Hernandez\hernaca01,2,17,51,7,14,1,10,1,5,0.275,0.345,0.412,0.757
Jose Hernandez\hernajo01,56/7,124,446,51,109,11,59,3,41,0.244,0.315,0.372,0.687
Livan Hernandez\hernali01,1,33,89,6,21,1,9,0,1,0.236,0.244,0.303,0.548
Orlando Hernandez\hernaor01,1,3,9,0,0,0,0,0,0,0,0,0,0
Ramon Hernandez\hernara02,*2,143,419,52,101,14,62,1,38,0.241,0.311,0.387,0.698
Roberto Hernandez\hernaro01,1,3,0,0,0,0,0,0,0,,,,
Orel Hershiser\hershor01,1,10,7,0,0,0,0,0,0,0,0,0,0
Richard Hidalgo\hidalri01,*897,153,558,118,175,44,122,13,56,0.314,0.391,0.636,1.028
Bobby Higginson*\higgibo02,*7D,154,597,104,179,30,102,15,74,0.3,0.377,0.538,0.915
Glenallen Hill\hillgl01,7D,104,300,45,88,27,58,0,19,0.293,0.336,0.6,0.936
Glenallen Hill\hillgl01,7/D,64,168,23,44,11,29,0,10,0.262,0.303,0.494,0.797
Glenallen Hill\hillgl01,D7,40,132,22,44,16,29,0,9,0.333,0.378,0.735,1.112
Ken Hill\hillke01,1,2,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Ken Hill\hillke01,1,2,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
A.J. Hinch\hincha.01,/2D,6,8,1,2,0,0,0,1,0.25,0.333,0.25,0.583
Sterling Hitchcock*\hitchst01,1,11,22,0,0,0,1,0,0,0,0,0,0
Denny Hocking#\hockide01,4895763/D,134,373,52,111,4,47,7,48,0.298,0.373,0.416,0.789
Trevor Hoffman\hoffmtr01,1,67,0,0,0,0,0,0,0,,,,
Ray Holbert\holbera01,/456,3,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Todd Hollandsworth*\hollato01,*879,137,428,81,115,19,47,18,41,0.269,0.333,0.449,0.782
Todd Hollandsworth*\hollato01,29068,81,261,42,61,8,24,11,30,0.234,0.314,0.372,0.686
Todd Hollandsworth*\hollato01,79/8,56,167,39,54,11,23,7,11,0.323,0.365,0.569,0.934
Darren Holmes\holmeda01,1,14,1,0,0,0,0,0,0,0,0,0,0
Darren Holmes\holmeda01,/1,13,1,0,0,0,0,0,0,0,0,0,0
Darren Holmes\holmeda01,/1,4,0,0,0,0,0,0,0,,,,
Darren Holmes\holmeda01,/1,5,1,0,0,0,0,0,0,0,0,0,0
Darren Holmes\holmeda01,/1,1,0,0,0,0,0,0,0,,,,
Darren Holmes\holmeda01,,4,0,0,0,0,0,0,0,,,,
Chris Holt\holtch01,1,33,60,3,6,0,3,0,4,0.1,0.169,0.117,0.286
Mike Holtz*\holtzmi01,1,4,0,0,0,0,0,0,0,,,,
Mark Holzemer*\holzema01,1,24,1,0,0,0,0,0,0,0,0,0,0
Craig House\housecr01,1,16,0,0,0,0,0,0,0,,,,
Tyler Houston*\houstty01,352,101,284,30,71,18,43,2,17,0.25,0.292,0.493,0.785
Thomas Howard#\howarth01,9/7D3,86,133,13,28,6,28,1,7,0.211,0.255,0.391,0.646
Bob Howry*\howrybo01,1,5,0,0,0,0,0,0,0,,,,
Mike Hubbard\hubbami01,/2,2,1,0,0,0,0,0,0,0,0,0,0
Trent Hubbard\hubbatr01,79/D,92,108,18,20,1,6,4,11,0.185,0.267,0.269,0.535
Trent Hubbard\hubbatr01,79,61,81,15,15,1,6,2,11,0.185,0.29,0.272,0.562
Trent Hubbard\hubbatr01,97/D,31,27,3,5,0,0,2,0,0.185,0.185,0.259,0.444
Tim Hudson\hudsoti01,1/D,2,3,0,0,0,0,0,0,0,0,0,0
Aubrey Huff*\huffau01,5,39,122,12,35,4,14,0,5,0.287,0.318,0.443,0.76
Todd Hundley#\hundlto01,2/D,90,299,49,85,24,70,0,45,0.284,0.375,0.579,0.954
Brian Hunter\huntebr02,3/79D,104,240,47,64,1,14,20,27,0.267,0.342,0.308,0.65
Brian Hunter\huntebr01,879,87,140,14,30,8,23,0,20,0.214,0.313,0.421,0.734
Brian Hunter\huntebr02,879,72,200,36,55,1,13,15,21,0.275,0.347,0.32,0.667
Brian Hunter\huntebr01,,2,2,1,1,1,1,0,0,0.5,0.5,2,2.5
Brian Hunter\huntebr02,42954,32,40,11,9,0,1,5,6,0.225,0.319,0.25,0.569
Brian Hunter\huntebr01,3/79D,85,138,13,29,7,22,0,20,0.21,0.31,0.399,0.709
Torii Hunter\hunteto01,42954,99,336,44,94,5,44,4,18,0.28,0.318,0.408,0.726
Butch Huskey\huskebu01,D937,109,307,40,80,9,45,1,41,0.261,0.346,0.417,0.762
Butch Huskey\huskebu01,D9/3,64,215,22,48,5,27,0,25,0.223,0.306,0.353,0.66
Butch Huskey\huskebu01,14427,45,92,18,32,4,18,1,16,0.348,0.432,0.565,0.998
Jeff Huson*\husonje01,546/3,70,130,19,28,0,11,2,13,0.215,0.287,0.285,0.571
Adam Hyzdu\hyzduad01,/97,12,18,2,7,1,4,0,0,0.389,0.389,0.667,1.056
Raul Ibanez*\ibanera01,97/D3,92,140,21,32,2,15,2,14,0.229,0.301,0.329,0.63
Hideki Irabu\irabuhi01,1,11,16,1,2,0,1,0,0,0.125,0.125,0.125,0.25
Jason Isringhausen\isrinja01,1,4,0,0,0,0,0,0,0,,,,
Damian Jackson\jacksda04,647,138,470,68,120,6,37,28,62,0.255,0.345,0.377,0.721
Thomas Jacquez*\jacquth01,/1,9,0,0,0,0,0,0,0,,,,
John Jaha\jahajo01,D,33,97,14,17,1,5,1,33,0.175,0.398,0.216,0.615
Mike James\jamesmi01,1,50,1,1,0,0,0,0,0,0,0,0,0
Kevin Jarvis*\jarvike01,1,24,34,4,3,0,0,0,2,0.088,0.162,0.118,0.28
Stan Javier#\javiest01,798/D3,105,342,61,94,5,40,4,42,0.275,0.351,0.401,0.751
