Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Mariano Duncan\duncama01,4,39,167,20,38,0,12,4,6,0.228,0.267,0.263,0.531
Todd Dunn\dunnto01,7D/98,44,118,17,27,3,9,3,2,0.229,0.242,0.347,0.589
Shawon Dunston\dunstsh01,*6/7,132,490,71,147,14,57,32,8,0.3,0.312,0.451,0.763
Shawon Dunston\dunstsh01,42893,114,419,57,119,9,41,29,8,0.284,0.3,0.411,0.71
Shawon Dunston\dunstsh01,6,18,71,14,28,5,16,3,0,0.394,0.389,0.69,1.079
Todd Dunwoody*\dunwoto01,/87,19,50,7,13,2,7,2,7,0.26,0.362,0.5,0.862
Roberto Duran*\duranro01,1,1,0,0,0,0,0,0,0,,,,
Ray Durham#\durhara01,*4/D,155,634,106,172,11,53,33,61,0.271,0.337,0.382,0.719
Jermaine Dye\dyeje01,42985,75,263,26,62,7,22,2,17,0.236,0.284,0.369,0.653
Damion Easley\easleda01,*46/D,151,527,97,139,22,72,28,68,0.264,0.362,0.471,0.833
Angel Echevarria\echevan01,/987,15,20,4,5,0,0,0,2,0.25,0.318,0.35,0.668
Dennis Eckersley\eckerde01,1,54,0,0,0,0,0,0,0,,,,
Jim Edmonds*\edmonji01,*83/D,133,502,82,146,26,80,5,60,0.291,0.368,0.5,0.868
Robert Eenhoorn\eenhoro01,/546,11,20,2,7,1,6,0,0,0.35,0.333,0.55,0.883
Joey Eischen*\eischjo01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Jim Eisenreich*\eisenji01,739/D,120,293,36,82,2,34,0,30,0.28,0.345,0.372,0.717
Cal Eldred\eldreca01,1,2,3,0,0,0,0,0,0,0,0,0,0
Kevin Elster\elsteke01,6,39,138,14,31,7,25,0,21,0.225,0.327,0.449,0.776
Alan Embree*\embreal01,1,66,0,0,0,0,0,0,0,,,,
Angelo Encarnacion\encaran01,2,11,17,2,7,1,4,2,0,0.412,0.412,0.647,1.059
Juan Encarnacion\encarju01,42986,11,33,3,7,1,5,3,3,0.212,0.316,0.394,0.71
Todd Erdos\erdosto01,1,10,1,0,0,0,0,0,0,0,0,0,0
John Ericks\erickjo01,1,10,0,0,0,0,0,0,0,,,,
Scott Erickson\ericksc01,1,2,2,0,0,0,0,0,1,0,0.333,0,0.333
Darin Erstad*\erstada01,*3/D8,139,539,99,161,16,77,23,51,0.299,0.36,0.466,0.826
Kelvim Escobar\escobke01,1,1,0,0,0,0,0,0,0,,,,
Vaughn Eshelman*\eshelva01,1,1,4,1,1,0,0,0,0,0.25,0.25,0.25,0.5
Alvaro Espinoza\espinal01,64/5,33,72,3,13,0,7,1,2,0.181,0.213,0.194,0.408
Bobby Estalella\estalbo02,2,13,29,9,10,4,9,0,7,0.345,0.472,0.793,1.265
Shawn Estes\estessh01,1,35,68,8,10,1,3,0,1,0.147,0.183,0.191,0.374
Tony Eusebio\eusebto01,2,60,164,12,45,1,18,0,19,0.274,0.364,0.305,0.669
Tom Evans\evansto01,5,12,38,7,11,1,2,0,2,0.289,0.341,0.421,0.763
Carl Everett#\evereca01,*89/7,142,443,58,110,14,57,17,32,0.248,0.308,0.42,0.728
Bryan Eversgerd\eversbr01,/1,1,0,0,0,0,0,0,0,,,,
Scott Eyre*\eyresc01,1,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Jorge Fabregas*\fabrejo01,*2/3,121,360,33,93,7,51,1,14,0.258,0.285,0.353,0.638
Jorge Fabregas*\fabrejo01,2,21,38,2,3,0,3,0,3,0.079,0.146,0.105,0.252
Jorge Fabregas*\fabrejo01,42769,100,322,31,90,7,48,1,11,0.28,0.302,0.382,0.684
Steve Falteisek\faltest01,/1,5,2,0,0,0,0,0,0,0,0,0,0
Sal Fasano\fasansa01,2/D,13,38,4,8,1,1,0,1,0.211,0.231,0.342,0.573
Jeff Fassero*\fasseje01,1,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Alex Fernandez\fernaal01,1,31,66,3,10,0,4,0,6,0.152,0.219,0.242,0.462
Osvaldo Fernandez\fernaos01,1,12,17,0,0,0,0,0,1,0,0.105,0,0.105
Sid Fernandez*\fernasi01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Tony Fernandez#\fernato01,*46/D,120,409,55,117,11,44,6,22,0.286,0.323,0.423,0.746
Mike Fetters\fettemi01,1,6,0,0,0,0,0,0,0,,,,
Cecil Fielder\fieldce01,D/3,98,361,40,94,13,61,0,51,0.26,0.358,0.41,0.768
Mike Figga\figgami01,/2D,2,4,0,0,0,0,0,0,0,0,0,0
Chuck Finley*\finlech01,1,2,6,1,0,0,0,0,0,0,0,0,0
Steve Finley*\finlest01,*8,143,560,101,146,28,92,15,43,0.261,0.313,0.475,0.788
John Flaherty\flahejo01,*2,129,439,38,120,9,46,4,33,0.273,0.323,0.387,0.71
Darrin Fletcher*\fletcda01,2,96,310,39,86,17,55,1,17,0.277,0.323,0.513,0.836
Bryce Florie\floribr01,1,3,0,0,0,0,0,0,0,,,,
Cliff Floyd*\floydcl01,7/389,61,137,23,32,6,19,6,24,0.234,0.354,0.445,0.799
Chad Fonville#\fonvich01,/486D7,18,23,2,3,0,2,2,3,0.13,0.231,0.13,0.361
Chad Fonville#\fonvich01,/4,9,14,1,2,0,1,0,2,0.143,0.25,0.143,0.393
Chad Fonville#\fonvich01,/486D7,9,9,1,1,0,1,2,1,0.111,0.2,0.111,0.311
Brook Fordyce\fordybr01,2/D,47,96,7,20,1,8,2,8,0.208,0.267,0.292,0.558
Tony Fossas*\fossato01,1,68,0,0,0,0,0,0,0,,,,
Kevin Foster\fosteke01,1,29,47,3,6,0,4,0,1,0.128,0.146,0.149,0.295
Keith Foulke\foulkke01,1,11,13,0,2,0,0,0,0,0.154,0.154,0.154,0.308
Keith Foulke\foulkke01,1,10,13,0,2,0,0,0,0,0.154,0.154,0.154,0.308
Keith Foulke\foulkke01,1,1,0,0,0,0,0,0,0,,,,
Andy Fox*\foxan01,5/4D96,22,31,13,7,0,1,2,7,0.226,0.368,0.258,0.626
Chad Fox\foxch02,1,29,0,0,0,0,0,0,0,,,,
John Franco*\francjo01,1,56,0,0,0,0,0,0,0,,,,
Julio Franco\francju01,D43,120,430,68,116,7,44,15,69,0.27,0.369,0.36,0.73
Julio Franco\francju01,D4/3,78,289,46,82,3,25,8,38,0.284,0.367,0.367,0.734
Julio Franco\francju01,D3,42,141,22,34,4,19,7,31,0.241,0.373,0.348,0.72
Matt Franco*\francma01,53/D7,112,163,21,45,5,21,1,13,0.276,0.33,0.399,0.728
Micah Franklin#\frankmi01,/97,17,34,6,11,2,2,0,3,0.324,0.378,0.5,0.878
John Frascatore\frascjo01,1,57,3,0,0,0,0,0,0,0,0,0,0
Hanley Frias#\friasha01,42890,14,26,4,5,0,1,0,1,0.192,0.222,0.231,0.453
Jeff Frye\fryeje01,45D/87963,127,404,56,126,3,51,19,27,0.312,0.352,0.433,0.785
Travis Fryman\frymatr01,*5,154,595,90,163,22,102,16,46,0.274,0.326,0.44,0.766
Brad Fullmer*\fullmbr01,/37,19,40,4,12,3,8,0,2,0.3,0.349,0.575,0.924
Gary Gaetti\gaettga01,*53/1,148,502,63,126,17,69,7,36,0.251,0.305,0.404,0.71
Greg Gagne\gagnegr01,*6,144,514,49,129,9,57,2,31,0.251,0.298,0.354,0.652
Eddie Gaillard\gailled01,1,1,0,0,0,0,0,0,0,,,,
Andres Galarraga\galaran01,*3,154,600,120,191,41,140,15,54,0.318,0.389,0.585,0.974
Mike Gallego\gallemi01,46/5,27,43,6,7,0,1,0,1,0.163,0.178,0.209,0.387
Ron Gant\gantro01,*7/D,139,502,68,115,17,62,14,58,0.229,0.31,0.388,0.698
Carlos Garcia\garcica01,23833,103,350,29,77,3,23,11,15,0.22,0.253,0.309,0.562
Freddy Garcia\garcifr01,42858,20,40,4,6,3,5,0,2,0.15,0.19,0.4,0.59
Karim Garcia*\garcika01,42925,15,39,5,5,1,8,0,6,0.128,0.239,0.205,0.444
Ramon Garcia\garcira03,1,40,36,2,4,0,5,0,0,0.111,0.132,0.167,0.298
Nomar Garciaparra\garcino01,*6,153,684,122,209,30,98,22,35,0.306,0.342,0.534,0.875
Mark Gardner\gardnma01,1,31,61,0,7,0,2,0,1,0.115,0.143,0.115,0.258
Brent Gates#\gatesbr01,54/63D7,65,151,18,36,3,20,0,14,0.238,0.298,0.351,0.649
Jason Giambi*\giambja01,73D,142,519,66,152,20,81,0,55,0.293,0.362,0.495,0.857
Benji Gil\gilbe01,6/D,110,317,35,71,5,31,1,17,0.224,0.263,0.325,0.587
Shawn Gilbert\gilbesh01,/4657,29,22,3,3,1,1,1,1,0.136,0.174,0.273,0.447
Brian Giles*\gilesbr02,*798/D,130,377,62,101,17,61,13,63,0.268,0.368,0.459,0.827
Bernard Gilkey\gilkebe01,*7/D8,145,518,85,129,18,78,7,70,0.249,0.338,0.417,0.755
Ed Giovanola*\giovaed01,/546,14,8,0,2,0,0,0,2,0.25,0.4,0.25,0.65
Joe Girardi\girarjo01,*2/D,112,398,38,105,1,50,2,26,0.264,0.311,0.334,0.645
Doug Glanville\glanvdo01,*78/9,146,474,79,142,4,35,19,24,0.3,0.333,0.392,0.726
Tom Glavine*\glavito02,1,31,63,6,14,0,7,0,7,0.222,0.31,0.222,0.532
Wayne Gomes\gomeswa01,1,34,2,0,0,0,0,0,1,0,0.333,0,0.333
Chris Gomez\gomezch02,*6,150,522,62,132,5,54,5,53,0.253,0.326,0.326,0.652
Rene Gonzales\gonzare01,/5,2,2,0,1,0,1,0,0,0.5,0.5,0.5,1
Alex Gonzalez\gonzaal01,*6,126,426,46,102,12,35,15,34,0.239,0.302,0.387,0.689
Geremi Gonzalez\gonzaje01,1,21,40,1,4,0,1,0,3,0.1,0.163,0.1,0.263
Juan Gonzalez\gonzaju03,D9,133,533,87,158,42,131,0,33,0.296,0.335,0.589,0.924
Luis Gonzalez*\gonzalu01,*7/3,152,550,78,142,10,68,10,71,0.258,0.345,0.376,0.722
Dwight Gooden\goodedw01,1,2,4,0,0,0,0,0,0,0,0,0,0
Curtis Goodwin*\goodwcu01,87/9,85,265,27,67,1,12,22,24,0.253,0.316,0.306,0.622
Tom Goodwin*\goodwto01,*8/7,150,574,90,149,2,39,50,44,0.26,0.314,0.336,0.65
Tom Goodwin*\goodwto01,8,97,367,51,100,2,22,34,19,0.272,0.311,0.346,0.657
Tom Goodwin*\goodwto01,42954,53,207,39,49,0,17,16,25,0.237,0.319,0.319,0.638
Tom Gordon\gordoto01,1,2,0,0,0,0,0,0,0,,,,
Rick Gorecki\gorecri01,/1,4,0,1,0,0,0,0,0,,,,
Mark Grace*\gracema01,*3,151,555,87,177,13,78,2,88,0.319,0.409,0.465,0.874
Mike Grace\gracemi02,/1,6,12,0,1,0,0,0,0,0.083,0.083,0.083,0.167
Tony Graffanino\graffto01,4/563,104,186,33,48,8,20,6,26,0.258,0.344,0.446,0.79
Jeff Granger\grangje01,/1,9,0,0,0,0,0,0,0,,,,
Danny Graves\graveda01,1,9,1,0,0,0,0,0,0,0,0,0,0
Danny Graves\graveda01,1,9,1,0,0,0,0,0,0,0,0,0,0
Craig Grebeck\grebecr01,465/7D,63,126,12,34,1,6,0,18,0.27,0.359,0.365,0.724
Scarborough Green#\greensc01,42954,20,31,5,3,0,1,0,2,0.097,0.152,0.097,0.248
Shawn Green*\greensh01,97D,135,429,57,123,16,53,14,36,0.287,0.34,0.469,0.809
Tyler Green\greenty01,1,13,26,2,8,0,2,0,0,0.308,0.308,0.423,0.731
Charlie Greene\greench02,/2,5,2,0,0,0,1,0,0,0,0,0,0
Todd Greene\greento02,2/D,34,124,24,36,9,24,2,7,0.29,0.328,0.556,0.885
Tommy Greene\greento01,/1,2,3,1,1,0,1,0,0,0.333,0.333,0.667,1
Willie Greene*\greenwi01,59/376,151,495,62,125,26,91,6,78,0.253,0.354,0.459,0.812
Rusty Greer*\greerru01,*78/D9,157,601,112,193,26,87,9,83,0.321,0.405,0.531,0.936
Tommy Gregg*\greggto01,/739,13,19,1,5,0,0,1,1,0.263,0.3,0.368,0.668
Ben Grieve*\grievbe01,9,24,93,12,29,3,24,0,13,0.312,0.402,0.473,0.875
Ken Griffey*\griffke02,*8/D7,157,608,125,185,56,147,15,76,0.304,0.382,0.646,1.028
Marquis Grissom\grissma02,*8,144,558,74,146,12,66,22,43,0.262,0.317,0.396,0.713
Buddy Groom*\groombu01,1,4,0,0,0,0,0,0,0,,,,
Kevin Gross\grosske01,1,1,1,0,0,0,0,0,0,0,0,0,0
Mark Grudzielanek\grudzma01,*6,156,649,76,177,4,51,25,23,0.273,0.307,0.384,0.69
Eddie Guardado\guarded01,1,4,0,0,0,0,0,0,0,,,,
Vladimir Guerrero\guerrvl01,42986,90,325,44,98,11,40,3,19,0.302,0.35,0.483,0.833
Wilton Guerrero#\guerrwi01,42831,111,357,39,104,4,32,6,8,0.291,0.305,0.403,0.709
Giomar Guevara#\guevagi01,/4D6,5,4,0,0,0,0,1,0,0,0,0,0
Jose Guillen\guilljo01,*9/8,143,498,58,133,14,70,1,17,0.267,0.3,0.412,0.712
Ozzie Guillen*\guilloz01,*6,142,490,59,120,4,52,5,22,0.245,0.275,0.337,0.612
Mike Gulan\gulanmi01,/5,5,9,2,0,0,1,0,1,0,0.1,0,0.1
Eric Gunderson\gundeer01,1,2,0,0,0,0,0,0,0,,,,
Mark Guthrie\guthrma01,1,58,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Ricky Gutierrez\gutieri01,65/4,102,303,33,79,3,34,5,21,0.261,0.315,0.363,0.678
Tony Gwynn*\gwynnto01,*9/D,149,592,97,220,17,119,12,43,0.372,0.409,0.547,0.957
Chip Hale*\halech01,/5,14,12,0,1,0,0,0,2,0.083,0.214,0.083,0.298
Darren Hall\hallda01,1,59,0,0,0,0,0,0,0,,,,
Joe Hall\halljo02,/9,2,4,1,2,0,3,0,0,0.5,0.5,0.75,1.25
Shane Halter\haltesh01,4958/76D,74,123,16,34,2,10,4,10,0.276,0.341,0.382,0.723
Bob Hamelin*\hamelbo01,D/3,110,318,47,86,18,52,2,48,0.27,0.366,0.487,0.853
Darryl Hamilton*\hamilda02,*8,125,460,78,124,5,43,15,61,0.27,0.354,0.365,0.719
Joey Hamilton\hamiljo02,1,30,54,4,7,2,6,0,1,0.13,0.14,0.241,0.381
Chris Hammond*\hammoch01,1,1,0,0,0,0,0,0,0,,,,
Jeffrey Hammonds\hammoje01,*987/D,118,397,71,105,21,55,15,32,0.264,0.323,0.486,0.809
Mike Hampton\hamptmi01,1,32,73,6,10,0,8,0,5,0.137,0.19,0.178,0.368
Chris Haney*\haneych01,/1,1,0,0,0,0,0,0,0,,,,
Dave Hansen*\hanseda01,12540,90,151,19,47,3,21,1,31,0.311,0.429,0.45,0.88
Jed Hansen\hanseje01,4,34,94,11,29,1,14,3,13,0.309,0.394,0.426,0.82
Jason Hardtke#\hardtja01,42830,30,56,9,15,2,8,1,4,0.268,0.323,0.411,0.733
Mike Harkey\harkemi01,1,9,1,0,0,0,0,0,0,0,0,0,0
Pete Harnisch#\harnipe01,1,6,8,0,0,0,0,0,0,0,0,0,0
Pete Harnisch#\harnipe01,/1,6,8,0,0,0,0,0,0,0,0,0,0
Lenny Harris*\harrile01,74953,120,238,32,65,3,28,4,18,0.273,0.327,0.374,0.701
Pep Harris\harripe01,1,3,0,0,0,0,0,0,0,,,,
Reggie Harris\harrire01,1,48,0,0,0,0,0,0,0,,,,
Shigetoshi Hasegawa\hasegsh01,1,3,0,0,0,0,0,0,0,,,,
Bill Haselman\haselbi01,2,67,212,22,50,6,26,0,15,0.236,0.29,0.392,0.682
Scott Hatteberg*\hattesc01,2/D,114,350,46,97,10,44,0,40,0.277,0.354,0.434,0.788
LaTroy Hawkins\hawkila01,1,1,1,0,0,0,0,0,0,0,0,0,0
Charlie Hayes\hayesch01,42859,100,353,39,91,11,53,3,40,0.258,0.332,0.397,0.728
Jimmy Haynes\hayneji01,1,1,2,0,0,0,0,0,0,0,0,0,0
Rick Helling\helliri01,1,30,14,0,1,0,0,0,0,0.071,0.071,0.071,0.143
Rick Helling\helliri01,1,29,11,0,1,0,0,0,0,0.091,0.091,0.091,0.182
Rick Helling\helliri01,1,1,3,0,0,0,0,0,0,0,0,0,0
Todd Helton*\heltoto01,14427,35,93,13,26,5,11,0,8,0.28,0.337,0.484,0.821
Rickey Henderson\henderi01,7D8/9,120,403,84,100,8,34,45,97,0.248,0.4,0.342,0.742
Rickey Henderson\henderi01,78/9D,88,288,63,79,6,27,29,71,0.274,0.422,0.375,0.797
Rickey Henderson\henderi01,D7/8,32,115,21,21,2,7,16,26,0.183,0.343,0.261,0.604
Oscar Henriquez\henrios01,/1,4,0,0,0,0,0,0,0,,,,
Butch Henry*\henrybu01,1,1,0,0,0,0,0,0,0,,,,
Doug Henry\henrydo01,1,72,4,0,0,0,0,0,0,0,0,0,0
Pat Hentgen\hentgpa01,1,2,7,0,0,0,0,0,0,0,0,0,0
Felix Heredia*\heredfe01,1,52,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Wilson Heredia\heredwi01,1,2,0,0,0,0,0,0,0,,,,
Dustin Hermanson\hermadu01,1,30,48,1,5,1,1,0,2,0.104,0.14,0.188,0.328
Carlos Hernandez\hernaca01,42769,50,134,15,42,3,14,0,3,0.313,0.328,0.448,0.776
Jose Hernandez\hernajo01,564/73D,121,183,33,50,7,26,2,14,0.273,0.323,0.486,0.81
Livan Hernandez\hernali01,1,16,29,2,5,0,2,0,1,0.172,0.2,0.241,0.441
Roberto Hernandez\hernaro01,1,29,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Roberto Hernandez\hernaro01,1,2,0,0,0,0,0,0,0,,,,
Roberto Hernandez\hernaro01,1,27,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Xavier Hernandez*\hernaxa01,1,3,0,0,0,0,0,0,0,,,,
Orel Hershiser\hershor01,1,2,3,0,0,0,0,0,0,0,0.25,0,0.25
Richard Hidalgo\hidalri01,29068,19,62,8,19,2,6,1,4,0.306,0.358,0.484,0.842
Bobby Higginson*\higgibo02,*79/8D,146,546,94,163,27,101,12,70,0.299,0.379,0.52,0.899
Glenallen Hill\hillgl01,9/D,128,398,47,104,11,64,7,19,0.261,0.297,0.435,0.731
Ken Hill\hillke01,1,1,2,0,1,0,2,0,0,0.5,0.5,1,1.5
Ken Hill\hillke01,1,1,2,0,1,0,2,0,0,0.5,0.5,1,1.5
Sterling Hitchcock*\hitchst01,1,32,50,4,5,0,1,0,3,0.1,0.151,0.1,0.251
Denny Hocking#\hockide01,6549/783D,115,253,28,65,2,25,3,18,0.257,0.308,0.36,0.667
Trevor Hoffman\hoffmtr01,1,68,3,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Chris Hoiles\hoilech01,2/D35,99,320,45,83,12,49,1,51,0.259,0.375,0.419,0.794
Todd Hollandsworth*\hollato01,78/9,106,296,39,73,4,31,5,17,0.247,0.286,0.368,0.654
Dave Hollins#\hollida01,*53,149,572,101,165,16,85,16,62,0.288,0.363,0.43,0.793
Darren Holmes\holmeda01,1,41,19,2,3,1,2,0,0,0.158,0.15,0.316,0.466
Chris Holt\holtch01,1,33,67,6,6,0,1,0,1,0.09,0.103,0.09,0.192
Mike Holtz*\holtzmi01,1,3,1,0,0,0,0,0,0,0,0,0,0
Rick Honeycutt*\honeyri01,/1,2,0,0,0,0,0,0,0,,,,
Tyler Houston*\houstty01,25/346,72,196,15,51,2,28,1,9,0.26,0.29,0.342,0.632
David Howard#\howarda02,49/65D78,80,162,24,39,1,13,2,10,0.241,0.287,0.321,0.608
Thomas Howard#\howarth01,897,107,255,24,63,3,22,1,26,0.247,0.323,0.353,0.676
Jack Howell*\howelja02,5D3,77,174,25,45,14,34,1,13,0.259,0.305,0.54,0.845
Mike Hubbard\hubbami01,42771,29,64,4,13,1,2,0,2,0.203,0.227,0.25,0.477
Trent Hubbard\hubbatr01,/78,7,12,3,3,0,0,2,1,0.25,0.308,0.333,0.641
John Hudek#\hudekjo01,1,38,0,0,0,0,0,0,0,,,,
Rex Hudler\hudlere01,87/94,50,122,17,27,5,10,1,6,0.221,0.264,0.377,0.641
Joe Hudson\hudsojo02,1,5,0,0,0,0,0,0,0,,,,
Todd Hundley#\hundlto01,*2/D,132,417,78,114,30,86,2,83,0.273,0.394,0.549,0.943
Brian Hunter\huntebr02,*8,162,658,112,177,4,45,74,66,0.269,0.334,0.353,0.687
Torii Hunter\hunteto01,,1,0,0,0,0,0,0,0,,,,
Jimmy Hurst\hurstji01,9/8D7,13,17,1,3,1,1,0,2,0.176,0.263,0.412,0.675
Butch Huskey\huskebu01,9735/D,142,471,61,135,24,81,8,25,0.287,0.319,0.503,0.822
Jeff Huson*\husonje01,43/7D59,84,143,12,29,0,11,3,5,0.203,0.238,0.224,0.462
Mark Hutton\huttoma01,1,38,3,0,0,0,0,0,0,0,0,0,0
Mark Hutton\huttoma01,1,30,0,0,0,0,0,0,0,,,,
Mark Hutton\huttoma01,/1,8,3,0,0,0,0,0,0,0,0,0,0
Raul Ibanez*\ibanera01,/97D,11,26,3,4,1,4,0,0,0.154,0.154,0.346,0.5
Pete Incaviglia\incavpe01,D9/7,53,154,19,38,5,12,0,11,0.247,0.308,0.37,0.678
Pete Incaviglia\incavpe01,D9/7,48,138,18,34,5,12,0,11,0.246,0.314,0.384,0.698
Pete Incaviglia\incavpe01,/D,5,16,1,4,0,0,0,0,0.25,0.25,0.25,0.5
Garey Ingram\ingraga01,/78,12,9,2,4,0,1,1,1,0.444,0.5,0.444,0.944
Hideki Irabu\irabuhi01,1,1,1,0,0,0,0,0,0,0,0,0,0
Jason Isringhausen\isrinja01,/1,6,7,1,1,0,1,0,0,0.143,0.125,0.143,0.268
Damian Jackson\jacksda04,42890,20,36,8,7,1,2,2,4,0.194,0.293,0.389,0.682
Damian Jackson\jacksda04,/64,8,9,2,1,0,0,1,0,0.111,0.2,0.111,0.311
Damian Jackson\jacksda04,/64,12,27,6,6,1,2,1,4,0.222,0.323,0.481,0.804
Danny Jackson\jacksda02,1,16,20,1,2,0,0,0,1,0.1,0.143,0.1,0.243
Danny Jackson\jacksda02,/1,4,7,1,1,0,0,0,0,0.143,0.143,0.143,0.286
Danny Jackson\jacksda02,1,12,13,0,1,0,0,0,1,0.077,0.143,0.077,0.22
Darrin Jackson\jacksda03,87/9,75,211,26,55,5,36,4,6,0.261,0.279,0.384,0.662
Darrin Jackson\jacksda03,8,49,130,19,33,3,21,2,4,0.254,0.272,0.354,0.626
Darrin Jackson\jacksda03,32690,26,81,7,22,2,15,2,2,0.272,0.289,0.432,0.721
Michael Jackson\jacksmi02,1,5,0,0,0,0,0,0,0,,,,
Jason Jacome*\jacomja01,1,1,0,0,0,0,0,0,0,,,,
Jason Jacome*\jacomja01,1,1,0,0,0,0,0,0,0,,,,
John Jaha\jahajo01,3D,46,162,25,40,11,26,1,25,0.247,0.354,0.494,0.848
Mike James\jamesmi01,1,4,0,0,0,0,0,0,0,,,,
Kevin Jarvis*\jarvike01,1,10,1,0,0,0,0,0,0,0,0,0,0
Kevin Jarvis*\jarvike01,1,1,0,0,0,0,0,0,0,,,,
Kevin Jarvis*\jarvike01,/1,9,1,0,0,0,0,0,0,0,0,0,0
Kevin Jarvis*\jarvike01,1,1,0,0,0,0,0,0,0,,,,
Stan Javier#\javiest01,*98/73,142,440,69,126,8,50,25,56,0.286,0.368,0.395,0.764
Gregg Jefferies#\jeffegr01,*7,130,476,68,122,11,48,12,53,0.256,0.333,0.391,0.724
Reggie Jefferson#\jeffere01,*D3,136,489,74,156,13,67,1,24,0.319,0.358,0.47,0.828
Robin Jennings*\jenniro01,/78,9,18,1,3,0,2,0,0,0.167,0.158,0.222,0.38
Marcus Jensen#\jensema01,2,38,85,6,13,1,4,0,8,0.153,0.226,0.212,0.438
Marcus Jensen#\jensema01,2,30,74,5,11,1,3,0,7,0.149,0.222,0.216,0.438
Marcus Jensen#\jensema01,/2,8,11,1,2,0,1,0,1,0.182,0.25,0.182,0.432
Derek Jeter\jeterde01,*6,159,654,116,190,10,70,23,74,0.291,0.37,0.405,0.775
Brian Johnson\johnsbr01,2/3D,101,318,32,83,13,45,1,19,0.261,0.303,0.443,0.747
Brian Johnson\johnsbr01,2/D,45,139,13,33,2,18,1,5,0.237,0.262,0.338,0.6
Brian Johnson\johnsbr01,42769,56,179,19,50,11,27,0,14,0.279,0.333,0.525,0.858
Charles Johnson\johnsch04,*2,124,416,43,104,19,63,0,60,0.25,0.347,0.454,0.802
Dane Johnson\johnsda05,1,5,0,0,0,0,0,0,0,,,,
Jason Johnson\johnsja02,/1,3,1,0,0,0,0,0,0,0,0,0,0
Lance Johnson*\johnsla03,8/D,111,410,60,126,5,39,20,42,0.307,0.37,0.422,0.792
Lance Johnson*\johnsla03,8,72,265,43,82,1,24,15,33,0.309,0.385,0.404,0.788
Lance Johnson*\johnsla03,8/D,39,145,17,44,4,15,5,9,0.303,0.342,0.455,0.797
Mark Johnson*\johnsma01,3/D,78,219,30,47,4,29,1,43,0.215,0.345,0.315,0.66
Mike Johnson*\johnsmi02,1,10,13,1,1,0,1,0,0,0.077,0.077,0.077,0.154
Mike Johnson*\johnsmi02,1,10,13,1,1,0,1,0,0,0.077,0.077,0.077,0.154
Russ Johnson\johnsru01,42859,21,60,7,18,2,9,1,6,0.3,0.364,0.417,0.78
John Johnstone\johnsjo07,1,13,2,0,0,0,0,0,0,0,0,0,0
John Johnstone\johnsjo07,1,13,2,0,0,0,0,0,0,0,0,0,0
John Johnstone\johnsjo07,1,10,2,0,0,0,0,0,0,0,0,0,0
John Johnstone\johnsjo07,,3,0,0,0,0,0,0,0,,,,
Andruw Jones\jonesan01,*98/7,153,399,60,92,18,70,20,56,0.231,0.329,0.416,0.745
Bobby Jones\jonesbo04,/1,4,5,1,1,0,0,0,1,0.2,0.333,0.2,0.533
Bobby Jones\jonesbo03,1,29,62,4,8,0,4,0,3,0.129,0.169,0.161,0.331
Chipper Jones#\jonesch06,*5/79,157,597,100,176,21,111,20,76,0.295,0.371,0.479,0.85
Chris Jones\jonesch05,978,92,152,24,37,7,25,7,16,0.243,0.322,0.441,0.762
Doug Jones\jonesdo01,1,8,0,0,0,0,0,0,1,,1,,
Todd Jones*\jonesto02,1,2,0,0,0,0,0,0,0,,,,
Brian Jordan\jordabr01,98,47,145,17,34,0,10,6,10,0.234,0.311,0.269,0.58
Kevin Jordan\jordake01,35/4D,84,177,19,47,6,30,0,3,0.266,0.273,0.412,0.686
Ricardo Jordan*\jordari03,1,21,1,0,0,0,0,0,0,0,0,0,0
Wally Joyner*\joynewa01,*3,135,455,59,149,13,83,3,51,0.327,0.39,0.486,0.876
Mike Judd\juddmi01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Jeff Juden\judenje01,1,21,43,1,6,0,4,0,1,0.14,0.178,0.186,0.364
Jeff Juden\judenje01,1,21,43,1,6,0,4,0,1,0.14,0.178,0.186,0.364
David Justice*\justida01,7D/9,139,495,84,163,33,101,3,80,0.329,0.418,0.596,1.013
Scott Kamieniecki\kamiesc01,1,1,2,0,0,0,0,0,0,0,0,0,0
Matt Karchner\karchma01,1,2,0,0,0,0,0,0,0,,,,
Ron Karkovice\karkoro01,2,51,138,10,25,6,18,0,11,0.181,0.248,0.333,0.582
Scott Karl*\karlsc01,1,2,4,0,0,0,0,0,0,0,0,0,0
Ryan Karp*\karpry01,1,13,0,0,0,0,0,0,0,,,,
Eric Karros\karroer01,*3,162,628,86,167,31,104,15,61,0.266,0.329,0.459,0.787
Steve Karsay\karsast01,1,1,0,1,0,0,0,0,0,,,,
