Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
David Dellucci*\delluda01,98/7,115,217,28,60,10,40,2,22,0.276,0.349,0.479,0.828
Ryan Dempster\dempsry01,1,32,61,1,3,0,0,0,1,0.049,0.065,0.066,0.13
Mark DeRosa\derosma01,6/4D57,66,164,27,47,3,20,2,12,0.287,0.35,0.39,0.74
Delino DeShields*\deshide01,74/D538,126,351,55,82,5,37,23,59,0.234,0.344,0.353,0.697
Delino DeShields*\deshide01,7/D8,58,188,29,37,3,21,11,31,0.197,0.312,0.309,0.621
Delino DeShields*\deshide01,74/53,68,163,26,45,2,16,12,28,0.276,0.38,0.405,0.785
Elmer Dessens\desseel01,1,33,57,3,11,0,2,0,3,0.193,0.233,0.211,0.444
Einar Diaz\diazei01,*2/4,134,437,54,121,4,56,1,17,0.277,0.328,0.387,0.714
Mike Difelice\difelmi01,2,60,170,14,32,2,10,1,8,0.188,0.239,0.265,0.504
Mike Difelice\difelmi01,2,48,149,13,31,2,9,1,8,0.208,0.259,0.295,0.555
Mike Difelice\difelmi01,2,12,21,1,1,0,1,0,0,0.048,0.091,0.048,0.139
Craig Dingman\dingmcr01,/1,7,0,0,0,0,0,0,0,,,,
Chris Donnels*\donnech01,42886,66,88,8,15,3,8,0,12,0.17,0.277,0.295,0.573
Octavio Dotel\doteloc01,1,57,11,0,1,0,0,0,0,0.091,0.091,0.091,0.182
Kelly Dransfeldt\dranske01,/65,4,3,0,0,0,0,0,0,0,0,0,0
Darren Dreifort\dreifda01,1,16,33,4,5,1,2,1,1,0.152,0.176,0.303,0.48
J.D. Drew*\drewj.01,98/7,109,375,80,121,27,73,13,57,0.323,0.414,0.613,1.027
Rob Ducey*\duceyro01,7/89D,57,73,10,17,3,12,0,16,0.233,0.374,0.397,0.771
Rob Ducey*\duceyro01,/879,30,27,4,6,1,4,0,6,0.222,0.364,0.37,0.734
Rob Ducey*\duceyro01,/78D9,27,46,6,11,2,8,0,10,0.239,0.379,0.413,0.792
Brandon Duckworth\duckwbr01,1,11,22,1,5,0,1,0,2,0.227,0.292,0.273,0.564
Courtney Duncan*\duncaco01,1,35,3,1,0,0,1,0,2,0,0.4,0,0.4
Adam Dunn*\dunnad01,97,66,244,54,64,19,43,4,38,0.262,0.371,0.578,0.948
Shawon Dunston\dunstsh01,987/3D,88,186,26,52,9,25,3,2,0.28,0.293,0.511,0.804
Todd Dunwoody*\dunwoto01,35977,33,61,6,13,1,3,0,3,0.213,0.25,0.328,0.578
Erubiel Durazo*\durazer01,3/D9,92,175,34,47,12,38,0,28,0.269,0.372,0.537,0.909
Chad Durbin\durbich01,1,1,1,0,0,0,0,0,0,0,0,0,0
Ray Durham#\durhara01,*4/D,152,611,104,163,20,65,23,64,0.267,0.337,0.466,0.804
Jermaine Dye\dyeje01,*9/D8,158,599,91,169,26,106,9,57,0.282,0.346,0.467,0.813
Jermaine Dye\dyeje01,9/D8,97,367,50,100,13,47,7,30,0.272,0.333,0.417,0.749
Jermaine Dye\dyeje01,9,61,232,41,69,13,59,2,27,0.297,0.366,0.547,0.913
Damion Easley\easleda01,*4,154,585,77,146,11,65,10,52,0.25,0.323,0.376,0.699
Adam Eaton\eatonad01,1,23,38,3,4,0,2,1,4,0.105,0.19,0.132,0.322
Angel Echevarria\echevan01,73/9D,75,133,12,34,5,13,0,8,0.256,0.31,0.451,0.761
David Eckstein\eckstda01,*64D,153,582,82,166,4,41,29,43,0.285,0.355,0.357,0.712
Jim Edmonds*\edmonji01,*8/3,150,500,95,152,30,110,5,93,0.304,0.41,0.564,0.974
Joey Eischen*\eischjo01,1,24,0,0,0,0,0,0,0,,,,
Scott Elarton\elartsc01,1,22,38,1,3,0,2,0,1,0.079,0.167,0.079,0.246
Scott Elarton\elartsc01,1,18,30,1,2,0,2,0,1,0.067,0.176,0.067,0.243
Scott Elarton\elartsc01,/1,4,8,0,1,0,0,0,0,0.125,0.125,0.125,0.25
Robert Ellis\ellisro02,1,17,26,2,4,0,1,0,1,0.154,0.185,0.154,0.339
Alan Embree*\embreal01,1,22,1,0,0,0,0,0,0,0,0,0,0
Alan Embree*\embreal01,1,22,1,0,0,0,0,0,0,0,0,0,0
Juan Encarnacion\encarju01,*98/D,120,417,52,101,12,52,9,25,0.242,0.292,0.408,0.7
Mario Encarnacion\encarma01,42925,20,62,3,14,0,3,2,5,0.226,0.284,0.242,0.526
Darin Erstad*\erstada01,*83/D,157,631,89,163,9,63,24,62,0.258,0.331,0.36,0.691
Alex Escobar\escobal01,/89,18,50,3,10,3,8,1,3,0.2,0.245,0.4,0.645
Kelvim Escobar\escobke01,1,6,0,0,0,0,0,0,0,,,,
Bobby Estalella\estalbo02,2,32,97,12,19,3,10,0,12,0.196,0.297,0.361,0.658
Bobby Estalella\estalbo02,2,29,93,11,19,3,10,0,11,0.204,0.295,0.376,0.672
Bobby Estalella\estalbo02,/2,3,4,1,0,0,0,0,1,0,0.333,0,0.333
Shawn Estes\estessh01,1,25,42,2,3,0,1,0,3,0.071,0.13,0.071,0.202
Horacio Estrada*\estraho01,/1,4,0,0,0,0,0,0,0,,,,
Johnny Estrada#\estrajo01,2,89,298,26,68,8,37,0,16,0.228,0.273,0.359,0.632
Tony Eusebio\eusebto01,2,59,154,16,39,5,14,0,17,0.253,0.339,0.403,0.742
Adam Everett\everead01,/6,9,3,1,0,0,0,1,0,0,0,0,0
Carl Everett#\evereca01,8/9D,102,409,61,105,14,58,9,27,0.257,0.323,0.438,0.761
Jorge Fabregas*\fabrejo01,2,53,148,9,33,2,16,0,3,0.223,0.235,0.318,0.553
Kyle Farnsworth\farnsky01,1,72,2,0,0,0,0,0,0,0,0,0,0
Sal Fasano\fasansa01,2/D,39,85,12,17,3,9,0,5,0.2,0.277,0.365,0.641
Sal Fasano\fasansa01,2/D,14,22,2,1,0,0,0,1,0.045,0.125,0.045,0.17
Sal Fasano\fasansa01,/2D,11,21,2,1,0,0,0,1,0.048,0.13,0.048,0.178
Sal Fasano\fasansa01,/2,3,1,0,0,0,0,0,0,0,0,0,0
Sal Fasano\fasansa01,2,25,63,10,16,3,9,0,4,0.254,0.329,0.476,0.805
Jeff Fassero*\fasseje01,1,78,2,0,0,0,0,0,0,0,0,0,0
Carlos Febles\febleca01,4,79,292,45,69,8,25,5,22,0.236,0.291,0.363,0.654
Pedro Feliz\felizpe01,5/D,94,220,23,50,7,22,2,10,0.227,0.264,0.373,0.637
Jared Fernandez\fernaja01,/1,5,2,0,0,0,0,0,0,0,0,0,0
Jose Fernandez\fernajo01,/D35,13,25,1,2,0,0,0,2,0.08,0.148,0.12,0.268
Osvaldo Fernandez\fernaos01,1,18,19,1,1,0,0,0,1,0.053,0.1,0.053,0.153
Tony Fernandez#\fernato01,5D,76,123,11,36,2,15,1,8,0.293,0.338,0.374,0.712
Tony Fernandez#\fernato01,5,28,64,6,18,1,3,1,7,0.281,0.352,0.328,0.68
Tony Fernandez#\fernato01,D,48,59,5,18,1,12,0,1,0.305,0.323,0.424,0.746
Mike Fetters\fettemi01,1,51,0,0,0,0,0,0,0,,,,
Mike Fetters\fettemi01,1,31,0,0,0,0,0,0,0,,,,
Mike Fetters\fettemi01,1,20,0,0,0,0,0,0,0,,,,
Robert Fick*\fickro01,23/D9,124,401,62,109,19,61,0,39,0.272,0.339,0.476,0.816
Luis Figueroa#\figuelu01,/4,4,2,0,0,0,0,0,0,0,0,0,0
Nelson Figueroa#\figuene01,1,18,24,4,6,0,1,0,1,0.25,0.28,0.292,0.572
Jeremy Fikac\fikacje01,1,23,0,0,0,0,0,0,0,,,,
Bob File\filebo01,1,4,0,0,0,0,0,0,0,,,,
Steve Finley*\finlest01,*8/1,140,495,66,136,14,73,11,47,0.275,0.337,0.43,0.767
John Flaherty\flahejo01,2,78,248,20,59,4,29,1,10,0.238,0.269,0.363,0.632
Darrin Fletcher*\fletcda01,*2/D,134,416,36,94,11,56,0,24,0.226,0.274,0.353,0.628
Bryce Florie\floribr01,/1,2,0,0,0,0,0,0,0,,,,
Cliff Floyd*\floydcl01,*7/D,149,555,123,176,31,103,18,59,0.317,0.39,0.578,0.968
P.J. Forbes\forbep.01,/4,3,7,1,2,0,1,0,0,0.286,0.286,0.286,0.571
Brook Fordyce\fordybr01,2,95,292,30,61,5,19,1,21,0.209,0.268,0.322,0.59
Kevin Foster\fosteke01,/1,1,0,0,0,0,0,0,0,,,,
Keith Foulke\foulkke01,1,4,0,0,0,0,0,0,0,,,,
Andy Fox*\foxan01,1310278,54,81,8,15,3,7,1,15,0.185,0.327,0.321,0.648
Chad Fox\foxch02,1,61,3,0,0,0,0,0,0,0,0,0,0
John Franco*\francjo01,1,56,0,0,0,0,0,0,0,,,,
Julio Franco\francju01,3,25,90,13,27,3,11,0,10,0.3,0.376,0.444,0.821
Ryan Franklin\frankry01,1,2,0,0,0,0,0,0,0,,,,
Wayne Franklin*\frankwa01,1,11,0,0,0,0,0,0,0,,,,
Ryan Freel\freelry01,/47,9,22,1,6,0,3,2,1,0.273,0.333,0.318,0.652
Jeff Frye\fryeje01,45/67,74,175,24,43,2,15,2,12,0.246,0.305,0.326,0.631
Travis Fryman\frymatr01,5/D6,98,334,34,88,3,38,1,30,0.263,0.327,0.335,0.662
Brian Fuentes*\fuentbr01,1,1,0,0,0,0,0,0,0,,,,
Brad Fullmer*\fullmbr01,*D/3,146,522,71,143,18,83,5,38,0.274,0.326,0.444,0.771
Aaron Fultz*\fultzaa01,1,62,5,1,2,0,0,0,0,0.4,0.4,0.4,0.8
Rafael Furcal#\furcara02,6,79,324,39,89,4,30,22,24,0.275,0.321,0.37,0.691
Mike Fyhrie\fyhrimi01,1,15,2,0,0,0,0,0,0,0,0,0,0
Mike Fyhrie\fyhrimi01,1,15,2,0,0,0,0,0,0,0,0,0,0
Eric Gagne\gagneer01,1,33,44,3,6,1,2,0,1,0.136,0.156,0.295,0.451
Andres Galarraga\galaran01,3D,121,399,50,102,17,69,1,31,0.256,0.326,0.459,0.784
Andres Galarraga\galaran01,D3,72,243,33,57,10,34,1,18,0.235,0.31,0.424,0.734
Andres Galarraga\galaran01,3,49,156,17,45,7,35,0,13,0.288,0.351,0.513,0.863
Gus Gandarillas\gandagu01,1,16,0,0,0,0,0,0,0,,,,
Ron Gant\gantro01,7D,93,252,46,65,10,35,5,35,0.258,0.345,0.452,0.797
Ron Gant\gantro01,7,59,171,31,44,8,22,3,24,0.257,0.345,0.468,0.813
Ron Gant\gantro01,D7,34,81,15,21,2,13,2,11,0.259,0.344,0.42,0.764
Rich Garces\garceri01,1,3,2,0,0,0,0,0,0,0,0,0,0
Freddy Garcia\garcifr03,1,2,7,0,1,0,0,0,0,0.143,0.143,0.143,0.286
Jesse Garcia\garcije01,/46,22,5,3,1,0,0,6,0,0.2,0.2,0.2,0.4
Karim Garcia*\garcika01,26908,20,45,8,14,5,9,0,3,0.311,0.36,0.711,1.071
Nomar Garciaparra\garcino01,6,21,83,13,24,4,8,0,7,0.289,0.352,0.47,0.822
Mark Gardner\gardnma01,1,22,21,1,0,0,1,0,1,0,0.045,0,0.045
Jon Garland\garlajo01,1,4,2,0,0,0,0,0,0,0,0,0,0
Jason Giambi*\giambja01,*3D,154,520,109,178,38,120,2,129,0.342,0.477,0.66,1.137
Jeremy Giambi*\giambje01,D973,124,371,64,105,12,57,0,63,0.283,0.391,0.45,0.841
Jay Gibbons*\gibboja01,D7/3,73,225,27,53,15,36,0,17,0.236,0.301,0.48,0.781
Benji Gil\gilbe01,643D/8,104,260,33,77,8,39,3,14,0.296,0.33,0.477,0.807
Geronimo Gil\gilge01,2,17,58,3,17,0,6,0,5,0.293,0.369,0.328,0.697
Brian Giles*\gilesbr02,*78,160,576,116,178,37,95,13,90,0.309,0.404,0.59,0.994
Marcus Giles\gilesma01,4,68,244,36,64,9,31,2,28,0.262,0.338,0.43,0.769
Bernard Gilkey\gilkebe01,7/9D,69,106,8,29,2,14,0,11,0.274,0.339,0.387,0.726
Keith Ginter\ginteke01,,1,1,0,0,0,0,0,0,0,0,0,0
Matt Ginter\gintema01,1,2,0,0,0,0,0,0,0,,,,
Charles Gipson\gipsoch01,78D9/564,94,64,16,14,0,5,1,4,0.219,0.282,0.313,0.594
Joe Girardi\girarjo01,2,78,229,22,58,3,25,0,21,0.253,0.315,0.345,0.66
Doug Glanville\glanvdo01,*8,153,634,74,166,14,55,28,19,0.262,0.285,0.375,0.66
Troy Glaus\glaustr01,*5/D6,161,588,100,147,41,108,10,107,0.25,0.367,0.531,0.898
Tom Glavine*\glavito02,1,32,57,4,8,0,2,0,4,0.14,0.197,0.175,0.372
Gary Glover\glovega01,1,4,0,0,0,0,0,0,0,,,,
Wayne Gomes\gomeswa01,1,54,1,0,1,0,1,0,1,1,1,1,2
Wayne Gomes\gomeswa01,1,41,1,0,1,0,1,0,1,1,1,1,2
Wayne Gomes\gomeswa01,1,13,0,0,0,0,0,0,0,,,,
Chris Gomez\gomezch02,42890,98,301,37,78,8,43,4,17,0.259,0.298,0.402,0.7
Chris Gomez\gomezch02,42890,40,112,6,21,0,7,1,9,0.188,0.244,0.214,0.458
Chris Gomez\gomezch02,6,58,189,31,57,8,36,3,8,0.302,0.332,0.513,0.845
Alex Gonzalez\gonzaal01,*6,154,636,79,161,17,76,18,43,0.253,0.303,0.388,0.692
Alex Gonzalez\gonzaal02,*6,145,515,57,129,9,48,2,30,0.25,0.303,0.377,0.68
Dicky Gonzalez\gonzadi01,1,15,20,1,2,0,0,0,1,0.1,0.143,0.1,0.243
Juan Gonzalez\gonzaju03,*9D,140,532,97,173,35,140,1,41,0.325,0.37,0.59,0.96
Luis Gonzalez*\gonzalu01,*7,162,609,128,198,57,142,1,100,0.325,0.429,0.688,1.117
Raul Gonzalez\gonzara01,/7,11,14,0,3,0,0,0,1,0.214,0.267,0.214,0.481
Wiki Gonzalez\gonzawi01,2/D,64,160,16,44,8,27,2,11,0.275,0.335,0.463,0.798
Tom Goodwin*\goodwto01,42954,105,286,51,66,4,22,22,23,0.231,0.286,0.336,0.622
Tom Gordon\gordoto01,1,45,0,0,0,0,0,0,0,,,,
Mark Grace*\gracema01,*3,145,476,66,142,15,78,1,67,0.298,0.386,0.466,0.852
Tony Graffanino\graffto01,54/6D73,74,145,23,44,2,15,4,16,0.303,0.37,0.407,0.777
Danny Graves\graveda01,1,63,4,1,1,1,2,0,0,0.25,0.25,1,1.25
Craig Grebeck\grebecr01,6,23,41,1,2,0,2,0,2,0.049,0.093,0.073,0.166
Shawn Green*\greensh01,*9/83,161,619,121,184,49,125,20,72,0.297,0.372,0.598,0.97
Todd Greene\greento02,2/D,35,96,9,20,1,11,0,3,0.208,0.24,0.281,0.521
Rusty Greer*\greerru01,7/D,62,245,38,67,7,29,1,27,0.273,0.342,0.453,0.795
Ben Grieve*\grievbe01,*97D,154,542,72,143,11,72,7,87,0.264,0.372,0.387,0.76
Ken Griffey*\griffke02,8/D,111,364,57,104,22,65,2,44,0.286,0.365,0.533,0.898
Jason Grilli\grillja01,/1,6,7,1,2,1,2,0,0,0.286,0.286,0.714,1
Jason Grimsley\grimsja01,1,5,0,0,0,0,0,0,0,,,,
Marquis Grissom\grissma02,*87/9D,135,448,56,99,21,60,7,16,0.221,0.25,0.404,0.654
Buddy Groom*\groombu01,1,4,0,0,0,0,0,0,0,,,,
Mark Grudzielanek\grudzma01,*4,133,539,83,146,13,55,4,28,0.271,0.317,0.393,0.711
Eddie Guardado\guarded01,1,2,0,0,0,0,0,0,0,,,,
Vladimir Guerrero\guerrvl01,*9,159,599,107,184,34,108,37,60,0.307,0.377,0.566,0.943
Wilton Guerrero#\guerrwi01,64/75D,60,142,16,48,1,8,5,3,0.338,0.352,0.408,0.76
Carlos Guillen#\guillca01,*6/D,140,456,72,118,5,53,4,53,0.259,0.333,0.355,0.689
Jose Guillen\guilljo01,9/D,41,135,14,37,3,11,2,6,0.274,0.317,0.378,0.695
Mike Gulan\gulanmi01,/5,6,6,1,0,0,0,0,2,0,0.25,0,0.25
Mark Guthrie\guthrma01,1,4,0,0,0,0,0,0,0,,,,
Ricky Gutierrez\gutieri01,*6,147,528,76,153,10,66,4,40,0.29,0.345,0.402,0.746
Cristian Guzman#\guzmacr01,*6,118,493,80,149,10,51,25,21,0.302,0.337,0.477,0.814
Edwards Guzman*\guzmaed01,601587,61,115,8,28,3,7,0,5,0.243,0.273,0.374,0.647
Geraldo Guzman\guzmage01,/1,4,1,0,0,0,0,0,0,0,0,0,0
Tony Gwynn*\gwynnto01,9/D,71,102,5,33,1,17,1,10,0.324,0.384,0.461,0.845
Luther Hackman\hackmlu01,1,34,1,0,0,0,0,0,0,0,0,0,0
Jerry Hairston\hairsje02,*4,159,532,63,124,8,47,29,44,0.233,0.305,0.344,0.649
John Halama*\halamjo01,1,1,1,0,0,0,0,0,0,0,0,0,0
Toby Hall\hallto02,2,49,188,28,56,4,30,2,4,0.298,0.321,0.447,0.768
Roy Halladay\hallaro01,1,1,1,0,0,0,0,0,0,0,0,0,0
Shane Halter\haltesh01,56/3D,136,450,53,128,12,65,3,37,0.284,0.344,0.467,0.811
Darryl Hamilton*\hamilda02,78/9,52,126,15,27,1,5,3,19,0.214,0.322,0.31,0.632
Joey Hamilton\hamiljo02,1,5,8,0,1,0,1,0,0,0.125,0.125,0.25,0.375
Joey Hamilton\hamiljo02,1,1,3,0,1,0,1,0,0,0.333,0.333,0.667,1
Joey Hamilton\hamiljo02,/1,4,5,0,0,0,0,0,0,0,0,0,0
Jeffrey Hammonds\hammoje01,8,49,174,20,43,6,21,5,14,0.247,0.314,0.425,0.74
Mike Hampton\hamptmi01,1,42,79,20,23,7,16,0,2,0.291,0.309,0.582,0.891
Dave Hansen*\hanseda01,35/D,92,140,13,33,2,20,0,32,0.236,0.371,0.35,0.721
Pete Harnisch#\harnipe01,/1,8,11,2,3,0,0,0,0,0.273,0.273,0.364,0.636
Lenny Harris*\harrile01,5/379D4,110,135,12,30,0,9,3,8,0.222,0.266,0.274,0.54
Willie Harris*\harriwi02,/8,9,24,3,3,0,0,0,0,0.125,0.125,0.167,0.292
Ken Harvey\harveke01,/3D,4,12,1,3,0,2,0,0,0.25,0.25,0.333,0.583
Shigetoshi Hasegawa\hasegsh01,1,1,0,0,0,0,0,0,0,,,,
Bill Haselman\haselbi01,2,47,130,12,37,3,25,0,8,0.285,0.331,0.4,0.731
Scott Hatteberg*\hattesc01,2/D,94,278,34,68,3,25,1,33,0.245,0.332,0.345,0.678
LaTroy Hawkins\hawkila01,1,2,0,0,0,0,0,0,0,,,,
Charlie Hayes\hayesch01,5/3D,31,50,4,10,0,4,0,7,0.2,0.293,0.24,0.533
Jimmy Haynes\hayneji01,1,31,52,5,8,0,0,0,2,0.154,0.185,0.192,0.377
Rick Helling\helliri01,1,2,4,0,0,0,0,0,0,0,0,0,0
Wes Helms\helmswe01,35/7,100,216,28,48,10,36,1,21,0.222,0.293,0.435,0.728
Todd Helton*\heltoto01,*3,159,587,132,197,49,146,7,98,0.336,0.432,0.685,1.116
Rickey Henderson\henderi01,7/D,123,379,70,86,8,42,25,81,0.227,0.366,0.351,0.717
Doug Henry\henrydo01,1,2,0,0,0,0,0,0,0,,,,
Felix Heredia*\heredfe01,1,46,1,0,0,0,0,0,0,0,0,0,0
Gil Heredia\heredgi01,1,1,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Matt Herges*\hergema01,1,71,9,0,4,0,1,0,0,0.444,0.444,0.444,0.889
Chad Hermansen\hermach01,42986,22,55,5,9,2,5,0,1,0.164,0.179,0.291,0.469
Dustin Hermanson\hermadu01,1,33,62,2,5,0,3,0,2,0.081,0.109,0.097,0.206
Alex Hernandez*\hernaal01,/93,7,11,0,1,0,0,0,0,0.091,0.091,0.091,0.182
Carlos Hernandez*\hernaca03,/1,3,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Jose Hernandez\hernajo01,*6/87,152,542,67,135,25,78,5,39,0.249,0.3,0.443,0.743
Livan Hernandez\hernali01,1,33,81,7,24,1,8,0,0,0.296,0.296,0.383,0.679
Ramon Hernandez\hernara02,*2/3,136,453,55,115,15,60,1,37,0.254,0.316,0.408,0.724
Roberto Hernandez\hernaro01,1,4,0,0,0,0,0,0,0,,,,
Junior Herndon\herndju01,1,12,12,0,0,0,0,0,0,0,0,0,0
Phil Hiatt\hiattph01,42858,30,50,6,12,2,6,0,3,0.24,0.283,0.42,0.703
Richard Hidalgo\hidalri01,*897,146,512,70,141,19,80,3,54,0.275,0.356,0.455,0.811
Bobby Higginson*\higgibo02,*7/D,147,541,84,150,17,71,20,80,0.277,0.367,0.445,0.813
Glenallen Hill\hillgl01,D,16,66,4,9,1,2,0,0,0.136,0.136,0.182,0.318
Shea Hillenbrand\hillesh02,*5/3D,139,468,52,123,12,49,3,13,0.263,0.291,0.391,0.682
A.J. Hinch\hincha.01,2/D,45,121,10,19,6,15,1,8,0.157,0.226,0.331,0.556
Brett Hinchliffe\hinchbr01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Sterling Hitchcock*\hitchst01,1,3,8,1,1,0,1,0,0,0.125,0.125,0.125,0.25
Sterling Hitchcock*\hitchst01,/1,3,8,1,1,0,1,0,0,0.125,0.125,0.125,0.25
Denny Hocking#\hockide01,643D/5789,112,327,34,82,3,25,6,29,0.251,0.315,0.339,0.654
Trevor Hoffman\hoffmtr01,1,60,4,0,0,0,0,0,0,0,0,0,0
Todd Hollandsworth*\hollato01,78/9,33,117,21,43,6,19,5,8,0.368,0.408,0.667,1.075
Dave Hollins#\hollida01,/D,2,5,0,1,0,0,0,1,0.2,0.333,0.2,0.533
Chris Holt\holtch01,1,2,4,0,1,0,0,0,0,0.25,0.25,0.5,0.75
Mike Holtz*\holtzmi01,1,4,0,0,0,0,0,0,0,,,,
Paul Hoover\hoovepa01,/2,3,4,1,1,0,0,0,0,0.25,0.25,0.25,0.5
Tyler Houston*\houstty01,42858,75,235,36,68,12,38,0,18,0.289,0.343,0.472,0.815
Bob Howry*\howrybo01,1,2,0,0,0,0,0,0,0,,,,
Mike Hubbard\hubbami01,/2,5,11,1,3,1,1,0,0,0.273,0.273,0.636,0.909
Trent Hubbard\hubbatr01,/89,5,12,2,3,0,0,0,0,0.25,0.25,0.417,0.667
Ken Huckaby\huckake01,/2,1,1,0,0,0,0,0,0,0,0,0,0
Tim Hudson\hudsoti01,1,4,8,1,0,0,0,0,0,0,0,0,0
Aubrey Huff*\huffau01,5D3,111,411,42,102,8,45,1,23,0.248,0.288,0.372,0.66
Todd Hundley#\hundlto01,2,79,246,23,46,12,31,0,25,0.187,0.268,0.374,0.642
Brian Hunter\huntebr02,78/9D,83,145,22,40,2,16,14,16,0.276,0.344,0.359,0.702
Torii Hunter\hunteto01,*8,148,564,82,147,27,92,9,29,0.261,0.306,0.479,0.784
Chad Hutchinson\hutchch01,/1,3,1,0,0,0,0,0,0,0,0,0,0
Adam Hyzdu\hyzduad01,9/738,51,72,7,15,5,9,0,4,0.208,0.26,0.431,0.69
Raul Ibanez*\ibanera01,D973/85,104,279,44,78,13,54,0,32,0.28,0.353,0.495,0.847
Brandon Inge\ingebr01,2,79,189,13,34,0,15,1,9,0.18,0.215,0.238,0.453
Hideki Irabu\irabuhi01,/1,2,3,0,0,0,0,0,0,0,0,0,0
Jason Isringhausen\isrinja01,1,2,0,0,0,0,0,0,0,,,,
Cesar Izturis#\izturce01,42831,46,134,19,36,2,9,8,2,0.269,0.279,0.388,0.667
Damian Jackson\jacksda04,*4/68,122,440,67,106,4,38,23,44,0.241,0.316,0.343,0.66
Michael Jackson\jacksmi02,1,63,1,0,0,0,0,0,0,0,0,0,0
Ryan Jackson*\jacksry01,379/D,79,118,19,25,2,11,3,5,0.212,0.25,0.331,0.581
John Jaha\jahajo01,D,12,45,2,4,0,8,0,6,0.089,0.192,0.156,0.348
Mike James\jamesmi01,1,38,1,0,0,0,0,0,0,0,0,0,0
Kevin Jarvis*\jarvike01,1,33,61,8,11,1,10,0,5,0.18,0.246,0.279,0.525
Stan Javier#\javiest01,789/3D,89,281,44,82,4,33,11,36,0.292,0.375,0.391,0.766
Geoff Jenkins*\jenkige01,7,105,397,60,105,20,63,4,36,0.264,0.334,0.474,0.808
Jason Jennings*\jennija01,/1,7,15,2,4,1,2,0,1,0.267,0.313,0.533,0.846
Robin Jennings*\jenniro01,93/7D,48,132,14,35,3,18,0,7,0.265,0.3,0.424,0.724
Robin Jennings*\jenniro01,13759,28,80,10,22,3,14,0,5,0.275,0.318,0.5,0.818
Robin Jennings*\jenniro01,9/37D,20,52,4,13,0,4,0,2,0.25,0.273,0.308,0.58
Robin Jennings*\jenniro01,/7,1,3,0,0,0,0,0,0,0,0,0,0
Robin Jennings*\jenniro01,42981,27,77,10,22,3,14,0,5,0.286,0.329,0.519,0.849
Marcus Jensen#\jensema01,2,12,29,0,5,0,2,0,0,0.172,0.172,0.207,0.379
Marcus Jensen#\jensema01,/2,1,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Marcus Jensen#\jensema01,2,11,25,0,4,0,2,0,0,0.16,0.16,0.2,0.36
Ryan Jensen\jensery01,1,9,12,0,2,0,2,0,1,0.167,0.231,0.167,0.397
Derek Jeter\jeterde01,*6,150,614,110,191,21,74,27,56,0.311,0.377,0.48,0.858
D'Angelo Jimenez#\jimend'01,6,86,308,45,85,3,33,2,39,0.276,0.355,0.367,0.722
Jose Jimenez\jimenjo01,1,56,1,0,0,0,0,0,0,0,0,0,0
Brett Jodie\jodiebr01,/1,7,4,0,0,0,0,0,0,0,0,0,0
Brett Jodie\jodiebr01,/1,7,4,0,0,0,0,0,0,0,0,0,0
Adam Johnson\johnsad01,/1,1,2,0,0,0,0,0,0,0,0,0,0
Brian Johnson\johnsbr01,/2,3,4,0,1,0,1,0,0,0.25,0.25,0.25,0.5
Charles Johnson\johnsch04,*2,128,451,51,117,18,75,0,38,0.259,0.321,0.45,0.771
Jason Johnson\johnsja02,1,2,3,0,1,0,0,0,1,0.333,0.5,0.333,0.833
Mark Johnson*\johnsma01,37/9D,71,118,17,30,6,23,0,16,0.254,0.338,0.475,0.813
Mark Johnson*\johnsma02,2,61,173,21,43,5,18,2,23,0.249,0.338,0.382,0.72
Mike Johnson*\johnsmi02,1,10,1,0,0,0,0,0,0,0,0,0,0
Nick Johnson*\johnsni01,3/D,23,67,6,13,2,8,0,7,0.194,0.308,0.313,0.621
Randy Johnson\johnsra05,1,33,80,2,8,0,2,0,3,0.1,0.143,0.1,0.243
Russ Johnson\johnsru01,54/6D,85,248,32,73,4,33,2,34,0.294,0.38,0.435,0.816
Andruw Jones\jonesan01,*8,161,625,104,157,34,104,11,56,0.251,0.312,0.461,0.772
Bobby Jones\jonesbo03,1,31,57,5,8,0,1,0,3,0.14,0.183,0.175,0.359
Chipper Jones#\jonesch06,*5/7D,159,572,113,189,38,102,9,98,0.33,0.427,0.605,1.032
Jacque Jones*\jonesja05,*7/D89,149,475,57,131,14,49,12,39,0.276,0.335,0.417,0.751
Terry Jones#\joneste02,87/9,30,77,8,20,0,2,3,2,0.26,0.278,0.325,0.603
Todd Jones*\jonesto02,1,3,0,0,0,0,0,0,0,,,,
Todd Jones*\jonesto02,1,3,0,0,0,0,0,0,0,,,,
Brian Jordan\jordabr01,*9/D8,148,560,82,165,25,97,3,31,0.295,0.334,0.496,0.83
Kevin Jordan\jordake01,345,68,113,9,27,1,13,0,14,0.239,0.323,0.31,0.633
Wally Joyner*\joynewa01,3/D,53,148,14,36,3,14,1,13,0.243,0.304,0.351,0.656
Mike Judd\juddmi01,1,1,1,0,0,0,0,0,0,0,0,0,0
Mike Judd\juddmi01,/1,1,1,0,0,0,0,0,0,0,0,0,0
