Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Robert Dodd*\doddro01,/1,4,0,0,0,0,0,0,0,,,,
Jim Dougherty\doughji01,/1,1,0,0,0,0,0,0,0,,,,
Doug Drabek\drabedo01,1,1,1,0,0,0,0,0,0,0,0,0,0
Darren Dreifort\dreifda01,1,31,49,10,11,1,2,0,2,0.224,0.255,0.286,0.541
J.D. Drew*\drewj.01,/798,14,36,9,15,5,13,0,4,0.417,0.463,0.972,1.436
Rob Ducey*\duceyro01,97/8,97,217,30,52,5,23,4,23,0.24,0.336,0.41,0.746
Shawon Dunston\dunstsh01,467/8D,98,207,36,46,6,20,9,6,0.222,0.255,0.401,0.656
Shawon Dunston\dunstsh01,467/D8,62,156,26,37,3,12,9,6,0.237,0.265,0.404,0.669
Shawon Dunston\dunstsh01,/684,36,51,10,9,3,8,0,0,0.176,0.222,0.392,0.614
Todd Dunwoody*\dunwoto01,*8,116,434,53,109,5,28,5,21,0.251,0.292,0.38,0.672
Ray Durham#\durhara01,*4,158,635,126,181,19,67,36,73,0.285,0.363,0.455,0.818
Jermaine Dye\dyeje01,9,60,214,24,50,5,23,2,11,0.234,0.27,0.336,0.606
Damion Easley\easleda01,*46/D,153,594,84,161,27,100,15,39,0.271,0.332,0.478,0.81
Angel Echevarria\echevan01,/379,19,29,7,11,1,9,0,2,0.379,0.455,0.586,1.041
Jim Edmonds*\edmonji01,*8,154,599,115,184,25,91,7,57,0.307,0.368,0.506,0.874
Brian Edmondson\edmonbr01,1,49,12,0,0,0,0,0,0,0,0,0,0
Brian Edmondson\edmonbr01,1,10,2,0,0,0,0,0,0,0,0,0,0
Brian Edmondson\edmonbr01,1,39,10,0,0,0,0,0,0,0,0,0,0
Jim Eisenreich*\eisenji01,73/9D,105,191,21,41,1,13,6,16,0.215,0.275,0.267,0.542
Jim Eisenreich*\eisenji01,28915,30,64,9,16,1,7,2,4,0.25,0.294,0.313,0.607
Jim Eisenreich*\eisenji01,7/3D9,75,127,12,25,0,6,4,12,0.197,0.266,0.244,0.51
Scott Elarton\elartsc01,1,28,7,0,0,0,0,0,0,0,0,0,0
Cal Eldred\eldreca01,1,22,32,1,4,0,2,0,2,0.125,0.176,0.156,0.333
Kevin Elster\elsteke01,6,84,297,33,69,8,37,0,33,0.232,0.311,0.354,0.665
Alan Embree*\embreal01,1,54,1,0,0,0,0,0,1,0,0.5,0,0.5
Alan Embree*\embreal01,1,19,1,0,0,0,0,0,0,0,0,0,0
Alan Embree*\embreal01,1,35,0,0,0,0,0,0,1,,1,,
Juan Encarnacion\encarju01,98/7D,40,164,30,54,7,21,7,7,0.329,0.354,0.561,0.915
Scott Erickson\ericksc01,1,2,2,2,0,0,0,0,3,0,0.6,0,0.6
Darin Erstad*\erstada01,37/8D,133,537,84,159,19,82,20,43,0.296,0.353,0.486,0.839
Bobby Estalella\estalbo02,2,47,165,16,31,8,20,0,13,0.188,0.247,0.382,0.629
Shawn Estes\estessh01,1,26,42,4,8,0,0,0,1,0.19,0.209,0.214,0.424
Tony Eusebio\eusebto01,2,66,182,13,46,1,36,1,18,0.253,0.32,0.313,0.633
Tom Evans\evansto01,/5,7,10,0,0,0,0,0,1,0,0.091,0,0.091
Carl Everett#\evereca01,*8/9,133,467,72,138,15,76,14,44,0.296,0.359,0.482,0.84
Bryan Eversgerd\eversbr01,/1,8,0,0,0,0,0,0,0,,,,
Scott Eyre*\eyresc01,1,2,3,0,0,0,0,0,0,0,0,0,0
Jorge Fabregas*\fabrejo01,2,70,183,11,36,2,20,0,14,0.197,0.255,0.251,0.506
Jorge Fabregas*\fabrejo01,2,50,151,8,30,1,15,0,13,0.199,0.263,0.245,0.509
Jorge Fabregas*\fabrejo01,2,20,32,3,6,1,5,0,1,0.188,0.212,0.281,0.493
Sal Fasano\fasansa01,12816,74,216,21,49,8,31,1,10,0.227,0.307,0.384,0.692
Jeff Fassero*\fasseje01,1,1,3,0,0,0,0,0,0,0,0,0,0
Carlos Febles\febleca01,4,11,25,5,10,0,2,2,4,0.4,0.483,0.6,1.083
Tony Fernandez#\fernato01,45/D,138,486,71,156,9,72,13,45,0.321,0.387,0.459,0.846
Mike Fetters\fettemi01,1,6,0,0,0,0,0,0,0,,,,
Mike Fetters\fettemi01,1,6,0,0,0,0,0,0,0,,,,
Robert Fick*\fickro01,/2D3,7,22,6,8,3,7,1,2,0.364,0.417,0.818,1.235
Cecil Fielder\fieldce01,3D,117,416,49,97,17,68,0,53,0.233,0.324,0.401,0.725
Cecil Fielder\fieldce01,3D,103,381,48,92,17,68,0,52,0.241,0.335,0.423,0.757
Cecil Fielder\fieldce01,D/3,14,35,1,5,0,0,0,1,0.143,0.189,0.171,0.361
Mike Figga\figgami01,/2,1,4,1,1,0,0,0,0,0.25,0.25,0.25,0.5
Chuck Finley*\finlech01,1,2,4,0,0,0,0,0,0,0,0,0,0
Steve Finley*\finlest01,*8,159,619,92,154,14,67,12,45,0.249,0.301,0.401,0.702
John Flaherty\flahejo01,2,91,304,21,63,3,24,0,22,0.207,0.261,0.273,0.534
Darrin Fletcher*\fletcda01,*2/D,124,407,37,115,9,52,0,25,0.283,0.328,0.41,0.738
Bryce Florie\floribr01,1,2,3,0,1,0,0,0,2,0.333,0.6,0.333,0.933
Cliff Floyd*\floydcl01,*7/D8,153,588,85,166,22,90,27,47,0.282,0.337,0.481,0.818
Joe Fontenot\fontejo01,/1,6,10,1,0,0,0,0,0,0,0,0,0
P.J. Forbes\forbep.01,/456,9,10,0,1,0,2,0,0,0.1,0.1,0.1,0.2
Ben Ford\fordbe01,/1,8,0,0,0,0,0,0,0,,,,
Tom Fordham*\fordhto01,1,3,1,0,0,0,0,0,0,0,0,0,0
Brook Fordyce\fordybr01,2,57,146,8,37,3,14,0,11,0.253,0.306,0.377,0.682
Tony Fossas*\fossato01,1,8,0,0,0,0,0,0,0,,,,
Tony Fossas*\fossato01,/1,8,0,0,0,0,0,0,0,,,,
Kevin Foster\fosteke01,/1,2,0,0,0,0,0,0,0,,,,
Keith Foulke\foulkke01,1,5,0,0,0,0,0,0,0,,,,
Andy Fox*\foxan01,49537/8,139,502,67,139,9,44,14,43,0.277,0.355,0.396,0.751
Chad Fox\foxch02,1,49,3,0,0,0,0,0,0,0,0,0,0
John Franco*\francjo01,1,58,2,0,0,0,0,0,0,0,0,0,0
Matt Franco*\francma01,573/D9,103,161,20,44,1,13,0,23,0.273,0.366,0.36,0.726
Mike Frank*\frankmi02,35643,28,89,14,20,0,7,0,7,0.225,0.278,0.292,0.57
John Frascatore\frascjo01,1,65,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Lou Frazier#\frazilo01,/8D,7,7,0,0,0,0,4,2,0,0.222,0,0.222
Hanley Frias#\friasha01,/456,15,23,4,3,1,2,0,0,0.13,0.13,0.348,0.478
Travis Fryman\frymatr01,*5/6D,146,557,74,160,28,96,10,44,0.287,0.34,0.504,0.845
Brad Fullmer*\fullmbr01,*3,140,505,58,138,13,73,6,39,0.273,0.327,0.446,0.773
Gary Gaetti\gaettga01,*5/3419,128,434,60,122,19,70,1,43,0.281,0.356,0.495,0.852
Gary Gaetti\gaettga01,554925,91,306,39,81,11,43,1,31,0.265,0.339,0.454,0.793
Gary Gaetti\gaettga01,5,37,128,21,41,8,27,0,12,0.32,0.397,0.594,0.991
Andres Galarraga\galaran01,*3/D,153,555,103,169,44,121,7,63,0.305,0.397,0.595,0.991
Ron Gant\gantro01,7,121,383,60,92,26,67,8,51,0.24,0.331,0.493,0.825
Rich Garces\garceri01,1,3,0,0,0,0,0,0,0,,,,
Carlos Garcia\garcica01,4/6D,19,35,4,5,0,0,2,3,0.143,0.231,0.171,0.402
Freddy Garcia\garcifr01,42858,56,172,27,44,9,26,0,18,0.256,0.332,0.488,0.82
Guillermo Garcia\garcigu01,2,12,36,3,7,2,4,0,2,0.194,0.237,0.417,0.654
Karim Garcia*\garcika01,42986,113,333,39,74,9,43,5,18,0.222,0.26,0.381,0.641
Nomar Garciaparra\garcino01,*6,143,604,111,195,35,122,12,33,0.323,0.362,0.584,0.946
Mark Gardner\gardnma01,1,32,73,4,12,0,4,0,5,0.164,0.228,0.178,0.406
Brent Gates#\gatesbr01,54/D36,107,333,31,83,3,42,3,36,0.249,0.324,0.321,0.645
Jason Giambi*\giambja01,*3/D,153,562,92,166,27,110,2,81,0.295,0.384,0.489,0.873
Jeremy Giambi*\giambje01,/7D,18,58,6,13,2,8,0,11,0.224,0.343,0.397,0.739
Derrick Gibson\gibsode01,/7,7,21,4,9,0,2,0,1,0.429,0.478,0.476,0.954
Shawn Gilbert\gilbesh01,/45,7,5,1,1,0,0,1,0,0.2,0.2,0.2,0.4
Shawn Gilbert\gilbesh01,/5,3,3,1,0,0,0,0,0,0,0,0,0
Shawn Gilbert\gilbesh01,/4,4,2,0,1,0,0,1,0,0.5,0.5,0.5,1
Brian Giles*\gilesbr02,7/D98,112,350,56,94,16,66,10,73,0.269,0.396,0.46,0.856
Bernard Gilkey\gilkebe01,35977,111,365,41,85,5,33,9,43,0.233,0.32,0.315,0.635
Bernard Gilkey\gilkebe01,35977,82,264,33,60,4,28,5,32,0.227,0.317,0.33,0.646
Bernard Gilkey\gilkebe01,7,29,101,8,25,1,5,4,11,0.248,0.327,0.277,0.605
Ed Giovanola*\giovaed01,54/6,92,139,19,32,1,9,1,22,0.23,0.335,0.317,0.652
Charles Gipson\gipsoch01,798/5D,44,51,11,12,0,2,2,5,0.235,0.316,0.255,0.571
Joe Girardi\girarjo01,2,78,254,31,70,3,31,2,14,0.276,0.317,0.386,0.703
Doug Glanville\glanvdo01,*8,158,678,106,189,8,49,23,42,0.279,0.325,0.376,0.701
Keith Glauber\glaubke01,/1,3,2,0,0,0,0,0,0,0,0,0,0
Troy Glaus\glaustr01,5,48,165,19,36,1,23,1,15,0.218,0.28,0.291,0.571
Tom Glavine*\glavito02,1,32,71,3,17,0,7,0,1,0.239,0.25,0.282,0.532
Wayne Gomes\gomeswa01,1,68,2,0,0,0,0,0,0,0,0,0,0
Chris Gomez\gomezch02,*6,145,449,55,120,4,39,1,51,0.267,0.346,0.379,0.725
Alex Gonzalez\gonzaal01,6,158,568,70,136,13,51,21,28,0.239,0.281,0.361,0.642
Alex Gonzalez\gonzaal02,*6,25,86,11,13,3,7,0,9,0.151,0.24,0.279,0.519
Gabe Gonzalez#\gonzaga02,/1,3,0,0,0,0,0,0,0,,,,
Geremi Gonzalez\gonzaje01,1,20,32,0,6,0,2,0,0,0.188,0.188,0.219,0.406
Juan Gonzalez\gonzaju03,*9D,154,606,110,193,45,157,2,46,0.318,0.366,0.63,0.997
Lariel Gonzalez\gonzala02,/1,1,0,0,0,0,0,0,0,,,,
Luis Gonzalez*\gonzalu01,*7D/8,154,547,84,146,23,71,12,57,0.267,0.34,0.475,0.816
Dwight Gooden\goodedw01,1,1,2,0,0,0,0,0,0,0,0,0,0
Curtis Goodwin*\goodwcu01,87/9,119,159,27,39,1,6,5,16,0.245,0.313,0.308,0.621
Tom Goodwin*\goodwto01,*8/D,154,520,102,151,2,33,38,73,0.29,0.378,0.338,0.716
Tom Gordon\gordoto01,1,6,0,0,0,0,0,0,0,,,,
Mark Grace*\gracema01,*3,158,595,92,184,17,89,4,93,0.309,0.401,0.471,0.872
Mike Grace\gracemi02,1,21,23,1,2,0,1,0,2,0.087,0.16,0.087,0.247
Tony Graffanino\graffto01,23833,105,289,32,61,5,22,1,24,0.211,0.275,0.318,0.594
Danny Graves\graveda01,1,59,4,0,0,0,0,0,0,0,0,0,0
Craig Grebeck\grebecr01,23833,102,301,33,77,2,27,2,29,0.256,0.327,0.346,0.673
Shawn Green*\greensh01,*98,158,630,106,175,35,100,35,50,0.278,0.334,0.51,0.844
Tyler Green\greenty01,1,25,41,2,6,0,3,0,2,0.146,0.178,0.171,0.349
Charlie Greene\greench02,2,13,21,1,4,0,0,0,0,0.19,0.19,0.238,0.429
Todd Greene\greento02,7/D3,29,71,3,18,1,7,0,2,0.254,0.274,0.352,0.626
Willie Greene*\greenwi01,597/D6,135,396,65,102,15,54,7,69,0.258,0.37,0.424,0.794
Willie Greene*\greenwi01,59/76D,111,356,57,96,14,49,6,56,0.27,0.372,0.444,0.816
Willie Greene*\greenwi01,9/D7,24,40,8,6,1,5,1,13,0.15,0.358,0.25,0.608
Rusty Greer*\greerru01,*7/8,155,598,107,183,16,108,2,80,0.306,0.386,0.455,0.841
Seth Greisinger\greisse01,1,1,4,0,1,0,1,0,0,0.25,0.25,0.25,0.5
Ben Grieve*\grievbe01,*9/D,155,583,94,168,18,89,2,85,0.288,0.386,0.458,0.844
Ken Griffey*\griffke02,*8/D379,161,633,120,180,56,146,20,76,0.284,0.365,0.611,0.977
Marquis Grissom\grissma02,*8,142,542,57,147,10,60,13,24,0.271,0.304,0.382,0.685
Buddy Groom*\groombu01,1,1,0,0,0,0,0,0,0,,,,
Mark Grudzielanek\grudzma01,*6,156,589,62,160,10,62,18,26,0.272,0.311,0.362,0.673
Mark Grudzielanek\grudzma01,6,105,396,51,109,8,41,11,21,0.275,0.323,0.379,0.702
Mark Grudzielanek\grudzma01,6,51,193,11,51,2,21,7,5,0.264,0.286,0.326,0.612
Mike Grzanich\grzanmi01,/1,1,0,0,0,0,0,0,0,,,,
Eddie Guardado\guarded01,1,5,0,0,0,0,0,0,0,,,,
Vladimir Guerrero\guerrvl01,*9,159,623,108,202,38,109,11,42,0.324,0.371,0.589,0.96
Wilton Guerrero#\guerrwi01,46/78,116,402,50,114,2,27,8,14,0.284,0.307,0.378,0.685
Wilton Guerrero#\guerrwi01,46/78,64,180,21,51,0,7,5,4,0.283,0.299,0.339,0.638
Wilton Guerrero#\guerrwi01,4,52,222,29,63,2,20,3,10,0.284,0.313,0.41,0.723
Giomar Guevara#\guevagi01,/46D,11,13,4,3,0,0,0,4,0.231,0.444,0.385,0.829
Carlos Guillen#\guillca01,4,10,39,9,13,0,5,2,3,0.333,0.381,0.41,0.791
Jose Guillen\guilljo01,*9/8,153,573,60,153,14,84,3,21,0.267,0.298,0.414,0.712
Ozzie Guillen*\guilloz01,6/453,95,280,37,74,1,22,1,25,0.264,0.325,0.336,0.66
Ozzie Guillen*\guilloz01,/65,12,16,2,1,0,0,0,1,0.063,0.118,0.063,0.18
Ozzie Guillen*\guilloz01,6/435,83,264,35,73,1,22,1,24,0.277,0.337,0.352,0.689
Eric Gunderson\gundeer01,1,3,0,0,0,0,0,0,0,,,,
Mark Guthrie\guthrma01,1,50,1,0,0,0,0,0,0,0,0,0,0
Ricky Gutierrez\gutieri01,*6,141,491,55,128,2,46,13,54,0.261,0.337,0.334,0.671
Juan Guzman\guzmaju01,1,1,2,0,0,0,0,0,0,0,0,0,0
Juan Guzman\guzmaju01,1,1,2,0,0,0,0,0,0,0,0,0,0
Tony Gwynn*\gwynnto01,*9/D,127,461,65,148,16,69,3,35,0.321,0.364,0.501,0.865
Jerry Hairston\hairsje02,/4,6,7,2,0,0,0,0,0,0,0,0,0
John Halama*\halamjo01,/1,6,10,1,0,0,0,0,2,0,0.167,0,0.167
Darren Hall\hallda01,1,11,0,0,0,0,0,0,0,,,,
Shane Halter\haltesh01,6/547931,86,204,17,45,2,13,2,12,0.221,0.265,0.309,0.574
Bob Hamelin*\hamelbo01,3/D,109,146,15,32,7,22,0,16,0.219,0.295,0.404,0.699
Darryl Hamilton*\hamilda02,*8,148,561,95,173,6,51,13,82,0.308,0.398,0.401,0.799
Darryl Hamilton*\hamilda02,8,97,367,65,108,1,26,9,59,0.294,0.393,0.365,0.758
Darryl Hamilton*\hamilda02,8,51,194,30,65,5,25,4,23,0.335,0.406,0.469,0.875
Joey Hamilton\hamiljo02,1,34,71,1,10,1,6,0,1,0.141,0.153,0.211,0.364
Chris Hammond*\hammoch01,/1,3,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Jeffrey Hammonds\hammoje01,89/D7,89,257,50,72,6,39,8,39,0.28,0.376,0.428,0.804
Jeffrey Hammonds\hammoje01,98/D7,63,171,36,46,6,28,7,26,0.269,0.369,0.456,0.826
Jeffrey Hammonds\hammoje01,8,26,86,14,26,0,11,1,13,0.302,0.39,0.372,0.762
Mike Hampton\hamptmi01,1,31,61,3,16,0,2,2,7,0.262,0.348,0.328,0.676
Chris Haney*\haneych01,1,7,0,0,0,0,0,0,0,,,,
Chris Haney*\haneych01,1,2,0,0,0,0,0,0,0,,,,
Chris Haney*\haneych01,/1,5,0,0,0,0,0,0,0,,,,
Todd Haney\haneyto01,/47,3,3,0,0,0,0,0,1,0,0.25,0,0.25
Jed Hansen\hanseje01,/4,4,3,0,0,0,0,0,0,0,0,0,0
Erik Hanson\hansoer01,1,1,0,0,0,0,0,0,0,,,,
Jason Hardtke#\hardtja01,/5D9,18,21,2,5,0,2,0,2,0.238,0.304,0.238,0.542
Pete Harnisch#\harnipe01,1,31,66,3,7,0,1,0,1,0.106,0.119,0.106,0.225
Lenny Harris*\harrile01,975/438D1,132,290,30,75,6,27,6,17,0.259,0.3,0.372,0.673
Lenny Harris*\harrile01,97/D1,57,122,12,36,0,10,1,8,0.295,0.338,0.361,0.699
Lenny Harris*\harrile01,975/438,75,168,18,39,6,17,5,9,0.232,0.272,0.381,0.653
Pep Harris\harripe01,1,3,0,0,0,0,0,0,0,,,,
Reggie Harris\harrire01,/1,4,0,0,0,0,0,0,0,,,,
Dean Hartgraves\hartgde01,/1,5,0,0,0,0,0,0,0,,,,
Shigetoshi Hasegawa\hasegsh01,1,4,0,0,0,0,0,0,0,,,,
Bill Haselman\haselbi01,2/D,40,105,11,33,6,17,0,3,0.314,0.327,0.543,0.87
Chris Hatcher\hatchch01,/7,8,15,0,1,0,1,0,1,0.067,0.125,0.067,0.192
Scott Hatteberg*\hattesc01,2,112,359,46,99,12,43,0,43,0.276,0.359,0.446,0.804
LaTroy Hawkins\hawkila01,1,1,1,0,0,0,0,0,0,0,0,0,0
Charlie Hayes\hayesch01,53/D,111,329,39,94,12,62,2,34,0.286,0.351,0.419,0.77
Jimmy Haynes\hayneji01,1,2,3,1,0,0,0,0,1,0,0.25,0,0.25
Rick Helling\helliri01,1,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Wes Helms\helmswe01,/5,7,13,2,4,1,2,0,0,0.308,0.308,0.615,0.923
Todd Helton*\heltoto01,*3,152,530,78,167,25,97,3,53,0.315,0.38,0.53,0.911
Rickey Henderson\henderi01,*78,152,542,101,128,14,57,66,118,0.236,0.376,0.347,0.723
Rod Henderson\hendero01,/1,2,0,0,0,0,0,0,0,,,,
Bob Henley\henlebo01,2,41,115,16,35,3,18,3,11,0.304,0.377,0.47,0.846
Oscar Henriquez\henrios01,1,15,1,0,0,0,0,0,0,0,0,0,0
Doug Henry\henrydo01,1,57,4,0,0,0,0,0,0,0,0,0,0
Pat Hentgen\hentgpa01,1,2,5,0,0,0,0,0,0,0,0,0,0
Felix Heredia*\heredfe01,1,67,3,0,0,0,0,0,0,0,0,0,0
Felix Heredia*\heredfe01,1,37,3,0,0,0,0,0,0,0,0,0,0
Felix Heredia*\heredfe01,1,30,0,0,0,0,0,0,0,,,,
Dustin Hermanson\hermadu01,1,30,52,7,6,1,2,0,10,0.115,0.27,0.192,0.462
Carlos Hernandez\hernaca01,*2/3,129,390,34,102,9,52,2,16,0.262,0.305,0.369,0.674
Jose Hernandez\hernajo01,5687/349,149,488,76,124,23,75,4,40,0.254,0.311,0.471,0.782
Livan Hernandez\hernali01,1,34,82,3,16,0,6,0,0,0.195,0.205,0.232,0.437
Orlando Hernandez\hernaor01,1,2,7,0,0,0,0,0,0,0,0,0,0
Roberto Hernandez\hernaro01,1,3,0,0,0,0,0,0,0,,,,
Xavier Hernandez*\hernaxa01,1,3,0,0,0,0,0,0,0,,,,
Orel Hershiser\hershor01,1,34,66,7,10,0,1,1,3,0.152,0.2,0.182,0.382
Richard Hidalgo\hidalri01,89/7,74,211,31,64,7,35,3,17,0.303,0.355,0.474,0.829
Bobby Higginson*\higgibo02,*97/D,157,612,92,174,25,85,3,63,0.284,0.355,0.48,0.835
Glenallen Hill\hillgl01,42925,122,390,63,121,20,56,1,28,0.31,0.36,0.538,0.899
Glenallen Hill\hillgl01,7,74,259,37,75,12,33,1,14,0.29,0.332,0.521,0.853
Glenallen Hill\hillgl01,42925,48,131,26,46,8,23,0,14,0.351,0.414,0.573,0.986
Ken Hill\hillke01,1,1,1,0,0,0,0,0,0,0,0,0,0
A.J. Hinch\hincha.01,*2,120,337,34,78,9,35,3,30,0.231,0.296,0.341,0.638
Sterling Hitchcock*\hitchst01,1,36,50,5,7,0,2,0,1,0.14,0.157,0.14,0.297
Denny Hocking#\hockide01,4675/9D38,110,198,32,40,3,15,2,16,0.202,0.259,0.288,0.547
Trevor Hoffman\hoffmtr01,1,63,3,0,0,0,0,0,0,0,0,0,0
Chris Hoiles\hoilech01,2/3D,97,267,36,70,15,56,0,38,0.262,0.358,0.476,0.833
Ray Holbert\holbera01,/64,10,20,2,2,0,1,0,2,0.1,0.174,0.1,0.274
Ray Holbert\holbera01,/6,8,15,2,2,0,1,0,2,0.133,0.222,0.133,0.356
Ray Holbert\holbera01,/4,2,5,0,0,0,0,0,0,0,0,0,0
Todd Hollandsworth*\hollato01,78/9,55,175,23,47,3,20,4,9,0.269,0.308,0.4,0.708
Damon Hollins\hollida02,/97,8,15,1,3,0,2,0,0,0.2,0.2,0.2,0.4
Damon Hollins\hollida02,/79,3,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Damon Hollins\hollida02,/97,5,9,1,2,0,2,0,0,0.222,0.222,0.222,0.444
Dave Hollins#\hollida01,5/3D,101,363,60,88,11,39,11,44,0.242,0.334,0.388,0.723
Darren Holmes\holmeda01,1,1,0,0,0,0,0,0,0,,,,
Mike Holtz*\holtzmi01,1,3,0,0,0,0,0,0,0,,,,
Tyler Houston*\houstty01,25/3,95,255,26,65,9,33,2,13,0.255,0.29,0.396,0.686
David Howard#\howarda02,465/89,46,102,15,25,2,12,0,12,0.245,0.322,0.333,0.655
Thomas Howard#\howarth01,87/9D,47,76,9,14,2,4,1,3,0.184,0.215,0.316,0.531
Jack Howell*\howelja02,42799,24,38,4,11,1,7,0,4,0.289,0.357,0.5,0.857
Bob Howry*\howrybo01,1,3,0,0,0,0,0,0,0,,,,
Mike Hubbard\hubbami01,42770,32,55,3,8,1,3,0,0,0.145,0.161,0.218,0.379
Trent Hubbard\hubbatr01,87/95,94,208,29,62,7,18,9,18,0.298,0.358,0.452,0.81
John Hudek#\hudekjo01,1,53,3,0,0,0,0,0,0,0,0,0,0
John Hudek#\hudekjo01,1,23,0,0,0,0,0,0,0,,,,
John Hudek#\hudekjo01,1,30,3,0,0,0,0,0,0,0,0,0,0
Rex Hudler\hudlere01,/9738,25,41,2,5,0,2,0,4,0.122,0.2,0.146,0.346
Joe Hudson\hudsojo02,/1,1,0,0,0,0,0,0,0,,,,
Bobby Hughes\hughebo01,42775,85,218,28,50,9,29,1,16,0.229,0.284,0.404,0.688
Todd Hundley#\hundlto01,42918,53,124,8,20,3,12,1,16,0.161,0.261,0.266,0.527
Brian Hunter\huntebr01,793/D,62,112,11,23,4,13,1,7,0.205,0.258,0.411,0.669
Brian Hunter\huntebr02,*8,142,595,67,151,4,36,42,36,0.254,0.298,0.333,0.631
Torii Hunter\hunteto01,/8,6,17,0,4,0,2,0,2,0.235,0.316,0.294,0.61
Butch Huskey\huskebu01,9/D,113,369,43,93,13,59,7,26,0.252,0.3,0.407,0.707
Jeff Huson*\husonje01,/453D96,31,49,8,8,1,4,1,5,0.163,0.241,0.245,0.486
Mark Hutton\huttoma01,1,10,1,0,1,0,1,0,0,1,1,1,2
Raul Ibanez*\ibanera01,39/7D,37,98,12,25,2,12,0,5,0.255,0.291,0.408,0.699
Pete Incaviglia\incavpe01,/D7,20,30,0,3,0,2,0,2,0.1,0.156,0.133,0.29
Pete Incaviglia\incavpe01,/D7,7,14,0,1,0,0,0,1,0.071,0.133,0.071,0.205
Pete Incaviglia\incavpe01,/7,13,16,0,2,0,2,0,1,0.125,0.176,0.188,0.364
Hideki Irabu\irabuhi01,1,2,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Damian Jackson\jacksda04,42894,13,38,4,12,0,7,2,6,0.316,0.4,0.447,0.847
Darrin Jackson\jacksda03,78/9D,114,204,20,49,4,20,1,9,0.24,0.276,0.373,0.648
Michael Jackson\jacksmi02,1,4,0,0,0,0,0,0,0,,,,
Ryan Jackson*\jacksry01,397/D,111,260,26,65,5,31,1,20,0.25,0.305,0.373,0.678
John Jaha\jahajo01,3/D,73,216,29,45,7,38,1,49,0.208,0.366,0.343,0.709
Stan Javier#\javiest01,*98/7,135,417,63,121,4,49,21,65,0.29,0.385,0.374,0.759
Gregg Jefferies#\jeffegr01,*7/3,144,555,72,167,9,58,12,29,0.301,0.333,0.411,0.744
Gregg Jefferies#\jeffegr01,*7,125,483,65,142,8,48,11,29,0.294,0.331,0.402,0.733
Gregg Jefferies#\jeffegr01,42919,19,72,7,25,1,10,1,0,0.347,0.347,0.472,0.819
Reggie Jefferson#\jeffere01,D/3,62,196,24,60,8,31,0,21,0.306,0.374,0.52,0.895
Geoff Jenkins*\jenkige01,42925,84,262,33,60,9,28,1,20,0.229,0.288,0.385,0.673
